"Compound ChEMBL ID","Name",SMILES
"CHEMBL5095033","IBCASERTIB","COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1"
"CHEMBL2103743","TOFACITINIB CITRATE","C22H28N6O8"
"CHEMBL5882296","ENRUPATINIB","COc1cc(Nc2ccc3ncc(N4CCOCC4)nc3c2C#N)ccc1OCc1ccc(C)nc1"
"CHEMBL3647420","PYROTINIB","CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C"
"CHEMBL5095044","SUBASUMSTAT","Cc1sc(C(=O)c2cncnc2N[C@@H]2CC[C@H](COS(N)(=O)=O)[C@H]2O)cc1[C@@H]1NCCc2ccc(Cl)cc21"
"CHEMBL319111","LINOPIRDINE","O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1"
"CHEMBL308954","ETRAVIRINE","Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br"
"CHEMBL2108512","HEPATITIS B IMMUNE GLOBULIN",""
"CHEMBL5095245","NESUPARIB","N#Cc1ccc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCN5)CC2)nc1"
"CHEMBL3989948","LANABECESTAT","CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1"
"CHEMBL3544988","DAPRODUSTAT","O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O"
"CHEMBL1237061","PITAVASTATIN CALCIUM","O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2]"
"CHEMBL3948730","UMBRALISIB","CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F"
"CHEMBL3982723","DAROVASERTIB","CC1(N)CCN(c2cccnc2NC(=O)c2nc(-c3ncccc3C(F)(F)F)cnc2N)CC1"
"CHEMBL2105763","QUISINOSTAT","Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21"
"CHEMBL3545065","VEROSUDIL","CN(C)C(C(=O)Nc1ccc2c(=O)[nH]ccc2c1)c1ccsc1"
"CHEMBL572878","TOZASERTIB","Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1"
"CHEMBL4594281","DUBERMATINIB TARTRATE","CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O"
"CHEMBL4297953","ANTI-INHIBITOR COAGULANT COMPLEX",""
"CHEMBL5314547","UPLARAFENIB","CCCS(=O)(=O)Nc1cc(F)c(F)c(C(=O)c2ccc3ncc(N4CCOCC4)nc3c2)c1F"
"CHEMBL4298005","MITIGLINIDE CALCIUM DIHYDRATE",""
"CHEMBL5314600","TIRABRUTINIB HYDROCHLORIDE","CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.Cl"
"CHEMBL3951811","CEP-37440","CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl"
"CHEMBL221722","FAVIPIRAVIR","NC(=O)c1nc(F)cnc1O"
"CHEMBL6068336","MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE","Cl.Cl.N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1.O"
"CHEMBL2142592","TALADEGIB","CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1"
"CHEMBL3963485","ROGARATINIB","COCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1CN1CCNC(=O)C1"
"CHEMBL473417","VISMODEGIB","CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1"
"CHEMBL2347597","ASNUCICLIB","CNc1nc(C)c(-c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2F)s1"
"CHEMBL3930624","FLUZOPARIB","O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2nc(C(F)(F)F)nc2C1"
"CHEMBL4297668","MILCICLIB MALEATE","CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2.O=C(O)/C=C\C(=O)O"
"CHEMBL3357685","ZELENIRSTAT","Cc1c(NS(=O)(=O)c2c(Cl)cc(-c3ccnc(N4CCNCC4)c3)cc2Cl)c(CC(C)C)nn1C"
"CHEMBL2105682","EDOXABAN TOSYLATE","CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1"
"CHEMBL3360203","PILARALISIB","COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1"
"CHEMBL1206690","PARECOXIB","CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1"
"CHEMBL6068417","OBICETRAPIB CALCIUM","CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)[O-])cn2)C[C@H]1CC.CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)[O-])cn2)C[C@H]1CC.[Ca+2]"
"CHEMBL1963681","AVANAFIL","COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl"
"CHEMBL4650309","LIXUMISTAT ACETATE","CC(=O)O.N=C(NC(=N)N1CCCC1)Nc1ccc(OC(F)(F)F)cc1"
"CHEMBL2408045","SAPITINIB","CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1"
"CHEMBL3990145","IMARIKIREN","C27H41N5O4"
"CHEMBL27759","ENTINOSTAT","Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1"
"CHEMBL4206492","OSORESNONTRINE","O=c1[nH]c(Cc2ccccn2)nc2c1cnn2C1CCOCC1"
"CHEMBL2087361","ICOTINIB","C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1"
"CHEMBL1229517","VEMURAFENIB","CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F"
"CHEMBL4117187","MASUPIRDINE","COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br"
"CHEMBL4650217","CLESACOSTAT TROMETHAMINE","COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2c(cnn2C(C)C)C3)cc(-c2ccc(C(=O)O)cc2)n1.NC(CO)(CO)CO"
"CHEMBL4802151","PELCITOCLAX","Cc1c(S(C)(=O)=O)c(-c2cc(F)cc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(C(=O)OCCCP(=O)(O)O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C(C)C"
"CHEMBL2105759","BARICITINIB","CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1"
"CHEMBL4297588","ODEVIXIBAT","CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1"
"CHEMBL459505","TALAROZOLE","CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1"
"CHEMBL322241","TELINAVIR","CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C"
"CHEMBL4297610","OLUTASIDENIB","C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O"
"CHEMBL564829","MILCICLIB","CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2"
"CHEMBL3039515","ELOBIXIBAT","CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)NCC(=O)O)c3ccccc3)cc2S(=O)(=O)C1"
"CHEMBL371405","MARIZOMIB","C[C@@]12OC(=O)[C@]1([C@@H](O)[C@@H]1C=CCCC1)NC(=O)[C@@H]2CCCl"
"CHEMBL4802585","MUVALAPLIN","O=C(O)[C@@H](Cc1cccc(CN(Cc2cccc(C[C@H](C(=O)O)[C@H]3CCNC3)c2)Cc2cccc(C[C@H](C(=O)O)[C@H]3CCNC3)c2)c1)[C@H]1CCNC1"
"CHEMBL3185463","ELZASONAN","CN1CCN(c2ccccc2/C=C2\SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1"
"CHEMBL223228","EFAVIRENZ","O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1"
"CHEMBL1200374","EXEMESTANE","C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12"
"CHEMBL1976040","ADAVOSERTIB","C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1"
"CHEMBL1580","PENTOSTATIN","OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O"
"CHEMBL4597193","VALEMETOSTAT","Cc1cc(C)c(CNC(=O)c2cc(Cl)c3c(c2C)O[C@@](C)([C@H]2CC[C@H](N(C)C)CC2)O3)c(=O)[nH]1"
"CHEMBL4297795","NEPRILYSIN",""
"CHEMBL4297785","VIBOSTOLIMAB",""
"CHEMBL3186534","RIVOCERANIB","N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1"
"CHEMBL4297641","SECLIDEMSTAT","C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCN(C)CC2)c1)c1cc(Cl)ccc1O"
"CHEMBL385517","SAXAGLIPTIN ANHYDROUS","N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2"
"CHEMBL5095179","EZURPIMTROSTAT","CC(C)(C)NC1CCN(c2cc(NCc3ccc(Cl)cc3)nc3ccccc23)CC1"
"CHEMBL1336","SORAFENIB","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1"
"CHEMBL4574601","LINPERLISIB","COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(C(C)(C)O)CC4)cc(F)cc23)cc1NS(C)(=O)=O"
"CHEMBL4298153","NIROGACESTAT HYDROBROMIDE","Br.Br.CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1"
"CHEMBL2059028","TIMCODAR","COc1cc(C(=O)C(=O)N(C)[C@@H](Cc2ccc(Cl)cc2)C(=O)N(Cc2ccccc2)C(CCc2ccncc2)CCc2ccncc2)cc(OC)c1OC"
"CHEMBL2001019","PF-04217903","OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1"
"CHEMBL1213165","DOLUTEGRAVIR SODIUM","C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+]"
"CHEMBL3427435","CTT-1057","O=C(O)CC[C@H](NP(=O)(O)OCCC[C@H](NC(=O)CC[C@H](NC(=O)CCCCCNC(=O)c1ccc(F)cc1)C(=O)O)C(=O)O)C(=O)O"
"CHEMBL1323","DARUNAVIR","CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1"
"CHEMBL5089410","PILAVAPADIN","CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)nc1C(F)F"
"CHEMBL2105704","LENVATINIB MESYLATE","COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O"
"CHEMBL449158","BRYOSTATIN 1","CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](/C=C/C(C)(C)[C@]1(O)O2)O4)O3"
"CHEMBL5314567","ZETOMIPZOMIB MALEATE","COc1ccc([C@@H](O)[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1.O=C(O)/C=C\C(=O)O"
"CHEMBL1201092","RIVASTIGMINE TARTRATE","CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O"
"CHEMBL1290459","OCAROCOXIB","O=C(O)C1=Cc2cc(OC(F)(F)F)ccc2OC1C(F)(F)F"
"CHEMBL1097279","CANGRELOR TETRASODIUM","CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+]"
"CHEMBL539378","LANIQUIDAR","COC(=O)c1cnc2n1CCc1ccccc1C2=C1CCN(CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1"
"CHEMBL3989690","TESOFENSINE","CCOC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C"
"CHEMBL6068391","FIDRISERTIB SUCCINATE","CCOC1(c2ccc(-c3cc4c(N5CCN(C(=O)O[C@@H]6CCOC6)CC5)ccnn4c3)nc2)CCN(C(C)C)CC1.CCOC1(c2ccc(-c3cc4c(N5CCN(C(=O)O[C@@H]6CCOC6)CC5)ccnn4c3)nc2)CCN(C(C)C)CC1.O=C(O)CCC(=O)O.O=C(O)CCC(=O)O.O=C(O)CCC(=O)O"
"CHEMBL1200904","SELEGILINE HYDROCHLORIDE","C#CCN(C)[C@H](C)Cc1ccccc1.Cl"
"CHEMBL4868568","MONZOSERTIB","CCOC(=O)C1=C(NN2CCN(CC(F)(F)F)CC2)O/C(=C\c2c[nH]c3ncccc23)C1=O"
"CHEMBL2110732","DACOMITINIB ANHYDROUS","COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1"
"CHEMBL5095105","LORUNDROSTAT","CC(=O)N[C@H]1CC[C@H](NC(=O)CN2CCN(c3nncc(-c4ccc(C)cc4)n3)CC2)CC1"
"CHEMBL5095402","POZIOTINIB HYDROCHLORIDE","C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1.Cl"
"CHEMBL4594440","ZAMICASTAT","Fc1cc(F)c2c(c1)C[C@@H](n1c(CCNCc3ccccc3)c[nH]c1=S)CO2"
"CHEMBL4283683","DOMATINOSTAT","Cn1cc(-c2ccc(S(=O)(=O)n3ccc(/C=C/C(=O)Nc4ccccc4N)c3)cc2)cn1"
"CHEMBL5314954","ALTEMINOSTAT","CN1CCN(C(=O)N(CCCCCCC(=O)NO)c2ccc(-c3ccc4cnn(C)c4c3)cc2)CC1"
"CHEMBL3301627","TENAPANOR HYDROCHLORIDE","CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1.Cl.Cl"
"CHEMBL3678958","RUSERONTINIB","CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21"
"CHEMBL2364611","GALUNISERTIB","Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1"
"CHEMBL228814","ISPINESIB","Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1"
"CHEMBL2105684","SELUMETINIB SULFATE","Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21.O=S(=O)(O)O"
"CHEMBL4802217","EVEXOMOSTAT",""
"CHEMBL6068173","SETIDEGRASIB",""
"CHEMBL1983268","ENTRECTINIB","CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1"
"CHEMBL3828074","ZIRITAXESTAT","CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1"
"CHEMBL1163","ATAZANAVIR","COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C"
"CHEMBL4297502","AVORALSTAT","C=Cc1cc(C(=O)Nc2ccc(C(=N)N)cc2)c(-c2ccc(C(=O)NCC3CC3)nc2C(=O)O)cc1OC"
"CHEMBL1200534","MOEXIPRIL HYDROCHLORIDE","CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl"
"CHEMBL571987","LERSIVIRINE","C17H18N4O2"
"CHEMBL2108981","ANTILYMPHOCYTE IMMUNOGLOBULIN (HORSE)",""
"CHEMBL5095181","CAMIBIRSTAT","COC[C@H](NC(=O)c1ccn(S(C)(=O)=O)c1)C(=O)Nc1nc(-c2cccc(N3C[C@@H](C)O[C@@H](C)C3)n2)cs1"
"CHEMBL2108828","VARICELLA-ZOSTER IMMUNE GLOBULIN",""
"CHEMBL6068427","MILPECITINIB","CC(=O)Nc1cccc(-c2nc(-c3c[nH]c(C(=O)N4CCCC4)c3)cs2)c1"
"CHEMBL5314421","AMELPARIB DIHYDROCHLORIDE DIHYDRATE","CCOc1cc(CN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3.Cl.Cl.O.O"
"CHEMBL4650327","GOVORESTAT","O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2cscc12"
"CHEMBL5314952","REZIVERTINIB","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN(C)C"
"CHEMBL4650214","ZANDELISIB","CN1CCC(c2ccccc2CC(C)(C)Nc2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1"
"CHEMBL460785","DUVOGLUSTAT HYDROCHLORIDE","Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O"
"CHEMBL4303323","ACALISIB","C[C@H](Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1"
"CHEMBL3621988","TUCIDINOSTAT","Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1"
"CHEMBL1214827","ONALESPIB","CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O"
"CHEMBL3301607","FILGOTINIB","O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1"
"CHEMBL3301610","ABEMACICLIB","CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1"
"CHEMBL1519","TRANDOLAPRIL","CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21"
"CHEMBL4802138","BERSIPOROCIN","O[C@H]1CCCN[C@@H]1CCCn1cnc2c(Cl)c(Cl)ccc21"
"CHEMBL4594448","IPTACOPAN","CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1"
"CHEMBL2110367","TRIMETHOPRIM SULFATE","COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.O=S(=O)(O)O"
"CHEMBL2364628","RICOLINOSTAT","O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO"
"CHEMBL3989868","TUCATINIB","Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1"
"CHEMBL4297636","PLOCABULIN","C/C=C\C[C@@H](C/C=C\NC(=O)[C@@H](NC(=O)/C=C\C=C/C(C)=C/[C@H](C)[C@@H]1CC=C(OC)C(=O)O1)C(C)(C)C)OC(N)=O"
"CHEMBL6068390","CRELOSIDENIB GENTISATE","C=CC(=O)N1CCN([C@@H](CC2CC2)c2ccc([C@H](C)Nc3ncc4c(n3)N(CC)C(=O)OC4)cc2)CC1.O=C(O)c1cc(O)ccc1O.O=C(O)c1cc(O)ccc1O"
"CHEMBL1086218","VALSPODAR","C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C"
"CHEMBL2105737","SONIDEGIB","Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1"
"CHEMBL1229211","DOLUTEGRAVIR","C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12"
"CHEMBL403","SULBACTAM","CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O"
"CHEMBL3931971","RAZUPROTAFIB","COC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(NS(=O)(=O)O)cc1)c1csc(-c2cccs2)n1"
"CHEMBL3218576","COPANLISIB","COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21"
"CHEMBL3931782","MOLIDUSTAT SODIUM","[Na+].[O-]c1c(-n2ccnn2)cnn1-c1cc(N2CCOCC2)ncn1"
"CHEMBL5314500","MINDEUDESIVIR","[2H]c1cc([C@]2(C#N)O[C@H](COC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@H]2OC(=O)C(C)C)n2ncnc(N)c12"
"CHEMBL2107872","DELCASERTIB",""
"CHEMBL4594378","VORASIDENIB CITRATE","C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F.C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F.O.O=C(O)CC(O)(CC(=O)O)C(=O)O"
"CHEMBL197672","EMRICASAN","C[C@H](NC(=O)C(=O)Nc1ccccc1C(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)c(F)cc(F)c1F"
"CHEMBL1738797","ALECTINIB","CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O"
"CHEMBL4297596","FULACIMSTAT","Cn1c(=O)oc2cc(-n3cc(C(=O)O)c(=O)n([C@@H]4CCc5c4cccc5C(F)(F)F)c3=O)ccc21"
"CHEMBL2063090","GRAZOPREVIR ANHYDROUS","C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1"
"CHEMBL5314452","ADRIXETINIB","CCCn1cc(OCC(F)(F)F)c(C(=O)Nc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cn2)n1"
"CHEMBL132530","FORMESTANE","C19H26O3"
"CHEMBL215152","DEFOSBARASERTIB","CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1"
"CHEMBL6068061","MOSPERAFENIB","Cn1cnc2ccc(Oc3c(F)ccc(NS(=O)(=O)N4CC[C@@H](F)C4)c3C#N)cc2c1=O"
"CHEMBL5817577","SOQUELITINIB","C=CC(=O)N1CCCN(C(=O)c2cc(Sc3cnc(NC(=O)C4CC4)s3)c(C)cc2OC)C[C@H]1C"
"CHEMBL5095231","TULMIMETOSTAT","COC1CN([C@H]2CC[C@H]([C@@]3(C)Oc4c(Cl)cc(C(=O)NCc5c(SC)cc(C)[nH]c5=O)c(C)c4O3)CC2)C1"
"CHEMBL1201057","CILASTATIN SODIUM","CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-].[Na+]"
"CHEMBL4073443","TOMIVOSERTIB","Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1"
"CHEMBL5314801","IDRAPARINUX","CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](OC)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)O)[C@H]3OS(=O)(=O)O)[C@H](OC)[C@H]2OC)[C@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O"
"CHEMBL451887","CARFILZOMIB","CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1"
"CHEMBL1168","RAMIPRIL","CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21"
"CHEMBL3137336","UPROSERTIB","Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl"
"CHEMBL5314447","VULOLISIB","C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)SC[C@H]3C(F)F)nc1-2)C(N)=O"
