"Compound ChEMBL ID","Name",SMILES
"CHEMBL6068074","SEVABERTINIB","COc1c(Cl)cccc1Nc1c(-c2ccncc2OC[C@@H]2COCCO2)[nH]c2c1C(=O)NCC2"
"CHEMBL3348846","FEXAGRATINIB","COc1cc(CCc2cc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)n[nH]2)cc(OC)c1"
"CHEMBL2364614","LIAFENSINE","CN1Cc2cc(-c3ccc(N)nn3)ccc2[C@H](c2ccc3ccccc3c2)C1"
"CHEMBL3693786","CITARINOSTAT","O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO"
"CHEMBL4650368","IRSENONTRINE","COc1ncc(C)c(-c2ccc3c(c2)[nH]c(=O)c2cnn([C@H]4CCOC4)c23)c1C"
"CHEMBL5095068","IRUPLINALKIB","COc1cc(N2CCC3(CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1"
"CHEMBL5314461","FICONALKIB","COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1nc2c(c(Nc3ccccc3S(=O)(=O)C(C)C)n1)CCN2"
"CHEMBL2216870","IDELALISIB","CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1"
"CHEMBL2105708","PONATINIB HYDROCHLORIDE","Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl"
"CHEMBL5314510","CANLITINIB","COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCCCC(=O)O"
"CHEMBL518520","RALTEGRAVIR POTASSIUM","Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+]"
"CHEMBL1615993","FOSLINANIB","COc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1OP(=O)(O)O"
"CHEMBL4802251","EMPRUMAPIMOD","CN(C)CC[C@H](NC(=O)c1cc2c(cnn2C(C)(C)C)cc1Oc1ccc(F)cc1F)C(N)=O"
"CHEMBL4297504","BELORANIB","CO[C@@H]1[C@H](OC(=O)/C=C/c2ccc(OCCN(C)C)cc2)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C"
"CHEMBL2105659","VARESPLADIB METHYL","CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1"
"CHEMBL550936","BALAPIRAVIR","CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C"
"CHEMBL6067967","NEDOMETINIB","Cn1c(Nc2ccc(I)cc2F)c(C(=O)NOCCO)c2cccnc21"
"CHEMBL3545283","RIVICICLIB","CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1CO"
"CHEMBL3651966","LGH-447","C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1"
"CHEMBL3707349","AMCASERTIB","CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(-c4csc(-c5ccccc5)n4)cc32)c1C"
"CHEMBL22","TRIMETHOPRIM","COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC"
"CHEMBL5095041","ZETELETINIB ADIPATE","COc1cc2cc(-c3ccc(CC(=O)Nc4cc(C(C)(C)C(F)(F)F)no4)cn3)cnc2cc1OC.COc1cc2cc(-c3ccc(CC(=O)Nc4cc(C(C)(C)C(F)(F)F)no4)cn3)cnc2cc1OC.O=C(O)CCCCC(=O)O"
"CHEMBL5314485","ROVADICITINIB","N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)c(N)n1"
"CHEMBL2104981","RILAPLADIB","COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(SCc3cccc(F)c3F)cc(=O)c3ccccc32)CC1"
"CHEMBL5095164","OSUNPROTAFIB","CC(C)CCN[C@@H]1CCc2cc(O)c(N3CC(=O)NS3(=O)=O)c(F)c2C1"
"CHEMBL972","SELEGILINE","C#CCN(C)[C@H](C)Cc1ccccc1"
"CHEMBL576982","QUIZARTINIB","CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1"
"CHEMBL4785363","INOBRODIB","CO[C@H]1CC[C@H](n2c([C@@H]3CCCC(=O)N3c3ccc(F)c(F)c3)nc3cc(-c4c(C)noc4C)ccc32)CC1"
"CHEMBL4583691","NAPORAFENIB","Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1"
"CHEMBL4297598","LINRODOSTAT","C[C@@H](C(=O)Nc1ccc(Cl)cc1)C1CCC(c2ccnc3ccc(F)cc23)CC1"
"CHEMBL431","SPIRAPRIL","CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2"
"CHEMBL2105671","AFEGOSTAT TARTRATE","O=C(O)C(O)C(O)C(=O)O.OC[C@H]1CNC[C@@H](O)[C@@H]1O"
"CHEMBL2022968","DUBERMATINIB","CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1"
"CHEMBL477772","PAZOPANIB","Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O"
"CHEMBL3990006","DOCIPARSTAT SODIUM",""
"CHEMBL6068010","FLEZURAFENIB","O=C1CCc2c(Oc3ccc4c(c3)C[C@@H](c3ncc(-c5ccc(F)cc5)[nH]3)CO4)ccnc2N1"
"CHEMBL6068333","CLOPIDOGREL BESILATE","COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)c1ccccc1"
"CHEMBL3545110","RIBOCICLIB","CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1"
"CHEMBL3301583","ANDEXANET ALFA",""
"CHEMBL175247","ORLISTAT","CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O"
"CHEMBL2103856","ATOPAXAR","CCOc1cc2c(c(F)c1OCC)C(=N)N(CC(=O)c1cc(N3CCOCC3)c(OC)c(C(C)(C)C)c1)C2"
"CHEMBL2103830","FOSTAMATINIB","COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC"
"CHEMBL4081711","ZIMLOVISERTIB","CC[C@@H]1[C@H](F)C(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12"
"CHEMBL5095236","DIVARASIB","C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c(F)c(-c4nc(N)cc(C)c4C(F)(F)F)c(Cl)cc23)[C@@H](C)C1"
"CHEMBL2107823","GANDOTINIB","Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1"
"CHEMBL2103874","OCLACITINIB","CNS(=O)(=O)C[C@H]1CC[C@H](N(C)c2[nH]cnc3nccc2-3)CC1"
"CHEMBL4297651","ACLIMOSTAT","CO[C@@H]1[C@H](OC(=O)N2CC(CCN3CCOCC3)C2)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C"
"CHEMBL1088752","LOSMAPIMOD","Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1"
"CHEMBL1090089","PAMAPIMOD","Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21"
"CHEMBL2105739","OCLACITINIB MALEATE","CNS(=O)(=O)C[C@H]1CC[C@H](N(C)c2[nH]cnc3nccc2-3)CC1.O=C(O)/C=C\C(=O)O"
"CHEMBL4594405","VALEMETOSTAT TOSYLATE","Cc1cc(C)c(CNC(=O)c2cc(Cl)c3c(c2C)O[C@@](C)([C@H]2CC[C@H](N(C)C)CC2)O3)c(=O)[nH]1.Cc1ccc(S(=O)(=O)O)cc1"
"CHEMBL2360464","PEMETREXED DISODIUM","Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+]"
"CHEMBL5095060","ECIRUCICLIB","CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4ccc5nn(C)c(C(C)C)c5c4)n3)nc2)CC1"
"CHEMBL4297583","TEGOPRAZAN","Cc1nc2cc(C(=O)N(C)C)cc(O[C@H]3CCOc4cc(F)cc(F)c43)c2[nH]1"
"CHEMBL1650595","AR-12","NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1"
"CHEMBL1200644","FONDAPARINUX SODIUM","CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]"
"CHEMBL4298155","PARSACLISIB HYDROCHLORIDE","CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1.Cl"
"CHEMBL3989923","PITAVASTATIN MAGNESIUM","O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Mg+2]"
"CHEMBL5314565","UTRELOXASTAT","CCCCCCCCCC1=C(C)C(=O)C(C)=C(C)C1=O"
"CHEMBL5314933","TUVUSERTIB","Cn1cncc1-c1c(F)cncc1NC(=O)c1c(N)nn2cc(F)cnc12"
"CHEMBL2107762","NERISPIRDINE","CCCN(c1ccncc1F)n1cc(C)c2ccccc21"
"CHEMBL5315053","PEMETREXED MONOHYDRATE","Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1.O"
"CHEMBL3707350","NAQUOTINIB MESYLATE","C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1.CS(=O)(=O)O"
"CHEMBL408194","OBATOCLAX","COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C"
"CHEMBL1834657","INFIGRATINIB PHOSPHATE","CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O"
"CHEMBL5314429","TAMNORZATINIB","COc1cc2nccc(Oc3ccc(NC(=O)c4cc5c(n(-c6ccccc6)c4=O)CCCC5=O)nc3)c2cc1OC"
"CHEMBL2064032","VONOPRAZAN FUMARATE","CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1.O=C(O)/C=C/C(=O)O"
"CHEMBL4211649","TINODASERTIB","N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1"
"CHEMBL3264004","AVUTOMETINIB POTASSIUM","CNS(=O)(=O)[N-]c1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F.[K+]"
"CHEMBL4297529","RISUTEGANIB","C[C@@H](O)[C@H](NC(=O)[C@H](CS(=O)(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)CN)C(=O)N1CCC[C@H]1C(=O)O"
"CHEMBL3601411","TEGAVIVINT","C[C@@H]1C[C@H](C)CN(S(=O)(=O)c2ccc3c(c2)C(=NO)c2cc(S(=O)(=O)N4C[C@H](C)C[C@H](C)C4)ccc2C3=NO)C1"
"CHEMBL103667","DORAMAPIMOD","Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1"
"CHEMBL1171837","PONATINIB","Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12"
"CHEMBL4784318","CIRTUVIVINT","CN1CCN(c2cc(C(=O)Nc3cc4cc(-c5cnn(C)c5)ccc4cn3)ccn2)CC1"
"CHEMBL3407547","FIRSOCOSTAT","COc1ccccc1[C@H](Cn1c(=O)n(C(C)(C)C(=O)O)c(=O)c2c(C)c(-c3ncco3)sc21)OC1CCOCC1"
"CHEMBL31891","BRODIMOPRIM","COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br"
"CHEMBL1118","DESVENLAFAXINE","CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1"
"CHEMBL5095025","PANULISIB","Cn1/c(=N\C#N)n(-c2ccc(C(C)(C)C#N)nc2)c2c3cc(-c4cnc(N)c(C(F)(F)F)c4)ccc3ncc21"
"CHEMBL2107819","BELNACASAN","CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(N)c(Cl)c1)C(C)(C)C"
"CHEMBL6067963","TILPISERTIB FOSMECARBIL","Cn1ccc2c([C@@H](c3cn(C45CC(C4)C5)nn3)N(C(=O)OCOP(=O)(O)O)c3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)cccc2c1=O"
"CHEMBL5314480","RESENCATINIB","C#C[C@@](C)(O)COc1cc(-c2ccc(N3CC4CC(C3)N4Cc3ccc(OC)nc3)nc2)c2c(C#N)cnn2c1"
"CHEMBL4802249","LENACAPAVIR SODIUM","CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c([N-]S(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O.[Na+]"
"CHEMBL6068037","ZAMZETOCLAX","COc1nn(C)cc1C(=O)N[SH]1(=O)C[C@@H](C)C/C=C/[C@H](OC)[C@@H]2CC[C@H]2CN2C[C@@]3(CCCc4cc(Cl)ccc43)COc3ccc(cc32)C(=O)N1"
"CHEMBL5314470","MIFANERTINIB","CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC(F)F"
"CHEMBL4297470","NEFEXTINIB","COc1cc(F)ccc1-c1c(C)sc2cnc(Nc3cnn(C4CCNCC4)c3)nc12"
"CHEMBL3984441","NINGETINIB","Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C"
"CHEMBL5483011","INDINAVIR","CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O"
"CHEMBL3653256","SIREMADLIN","COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1"
"CHEMBL4594275","GUSACITINIB","N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1"
"CHEMBL3545414","RIVOCERANIB MESYLATE","CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1"
"CHEMBL3544911","PREXASERTIB","COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1"
"CHEMBL6068479","XERUBORBACTAM SODIUM","O=C([O-])c1c(F)ccc2c1O[B-](O)(O)[C@@H]1C[C@H]21.[Na+].[Na+]"
"CHEMBL5095248","SEBETRALSTAT","COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1nccc(OC)c1F"
"CHEMBL289228","TIPIFARNIB","Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C"
"CHEMBL39541","DOLASTATIN-10","CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C"
"CHEMBL2107355","MIGALASTAT HYDROCHLORIDE","Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O"
"CHEMBL3137358","SIMEPREVIR SODIUM","COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+]"
"CHEMBL4650367","SIRPIGLENASTAT","CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)C=[N+]=[N-])C(=O)OC(C)C"
"CHEMBL5314682","IGRELIMOGENE LITADENOREPVEC",""
"CHEMBL719","MUPIROCIN","C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O"
"CHEMBL1144","PRAVASTATIN","CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21"
"CHEMBL3707409","ITACITINIB ADIPATE","N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1.O=C(O)CCCCC(=O)O"
"CHEMBL4594400","GUMARONTINIB","Cn1cc(-c2cnc3cnn(S(=O)(=O)c4cnc5ccc(-c6cnn(C)c6)cn45)c3c2)cn1"
"CHEMBL3545312","RAVIDASVIR HYDROCHLORIDE","COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3cc(-c4ccc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc3c2)c[nH]1)C(C)C.Cl.Cl"
"CHEMBL4297747","ENDOSTATIN",""
"CHEMBL93","ZILEUTON","CC(c1cc2ccccc2s1)N(O)C(N)=O"
"CHEMBL3545155","JI-101","COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1"
"CHEMBL4756476","NEMTABRUTINIB","O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12"
"CHEMBL4802243","TEMUTERKIB MESYLATE","CS(=O)(=O)O.Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1"
"CHEMBL1241348","FALDAPREVIR","C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O"
"CHEMBL6068023","NELADALKIB","CCn1nc(Cl)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1-c1nn(C)cc1C2"
"CHEMBL3977543","BELVARAFENIB","Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12"
"CHEMBL3975308","NUVISERTIB","CC(C)(O)[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(C(F)(F)F)c4)n3n2)CC1"
"CHEMBL5077861","OPNURASIB","C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1"
"CHEMBL4209441","SOFNOBRUTINIB","Cn1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1"
"CHEMBL354541","LOMITAPIDE","O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1"
"CHEMBL4748063","EMRUSOLMIN","Brc1cccc(-c2cc(-c3ccc4c(c3)OCO4)n[nH]2)c1"
"CHEMBL4650321","ORELABRUTINIB","C=CC(=O)N1CCC(c2ccc(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)n2)CC1"
"CHEMBL589390","LATREPIRDINE","Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1"
"CHEMBL270515","DELANZOMIB","CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O"
"CHEMBL1639","ALISKIREN","COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC"
"CHEMBL410414","DIRLOTAPIDE","C40H33F3N4O3"
"CHEMBL224060","VOROZOLE","Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21"
"CHEMBL17879","MARALIXIBAT CHLORIDE","CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O.[Cl-]"
"CHEMBL4112929","MILVEXIAN","C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2cc(ccn2)-c2c(cnn2C(F)F)NC1=O"
"CHEMBL148674","VARESPLADIB","CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1"
"CHEMBL3545363","GLECAPREVIR","CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O"
"CHEMBL2107817","AVIBACTAM SODIUM","NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+]"
"CHEMBL4116008","CERDULATINIB","CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1"
"CHEMBL3187723","BINIMETINIB","Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21"
"CHEMBL279785","MARIMASTAT","CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C"
"CHEMBL3545213","BENTAMAPIMOD","N#CC(c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1"
"CHEMBL5314649","RITLECITINIB TOSYLATE","C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C.Cc1ccc(S(=O)(=O)O)cc1"
"CHEMBL4297676","PIMASERTIB HYDROCHLORIDE","Cl.O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F"
"CHEMBL3683575","ROGINOLISIB","O=C(c1nn(-c2ccc(CN3CCOCC3)cc2)c2c1CS(=O)(=O)c1c(F)cccc1-2)N1CCOCC1"
"CHEMBL3544985","DASABUVIR SODIUM MONOHYDRATE","COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[n-]c2=O)cc1C(C)(C)C.O.[Na+]"
"CHEMBL577","ENALAPRILAT ANHYDROUS","C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O"
"CHEMBL2364621","PALBOCICLIB ISETHIONATE","CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O.O=S(=O)(O)CCO"
"CHEMBL4297458","EZOBRESIB","Cc1nnn(C)c1-c1cnc2c3ccc(C(C)(C)O)cc3n([C@H](c3ccccc3)C3CCOCC3)c2c1"
"CHEMBL3039533","GRAZOPREVIR","C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1.O"
"CHEMBL1232461","MOLIBRESIB","CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21"
"CHEMBL3586404","ONATASERTIB","CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1"
"CHEMBL24828","VANDETANIB","COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1"
"CHEMBL3137309","VENETOCLAX","CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1"
"CHEMBL3989406","ENALAPRILAT","C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O"
"CHEMBL4297203","DUTOGLIPTIN TARTRATE","O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O.O=C(O)C(O)C(O)C(=O)O"
"CHEMBL3545235","SIMOTINIB","COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2"
"CHEMBL1229","OSELTAMIVIR","CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1"
"CHEMBL296913","PARECOXIB SODIUM","CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+]"
"CHEMBL20489","OMPENACLID","N=C(N)NCCC(=O)O"
"CHEMBL3622820","ITACITINIB","N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1"
"CHEMBL1201600","RABIES IMMUNE GLOBULIN",""
"CHEMBL5499275","ENVUCITINIB","CCC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC"
"CHEMBL1230609","FORETINIB","COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1"
"CHEMBL4297468","ZETOMIPZOMIB","COc1ccc([C@@H](O)[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1"
