PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Primary % CPE Inhibition @ 20 uM (Rep 1),Primary % CPE Inhibition @ 20 uM (Rep 2)
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_UNIT,,,,,,,,PERCENT,PERCENT
5036,22411082,15945422,C1CN(CCN1C(C2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)F)S(=O)(=O)C4=C(C=CC=C4F)F,Inactive,1,,,0,1.56
5037,22408118,3618235,CC1=CC(=C(C=C1NC(=O)COC(=O)CNC(=O)C2=CC=C(C=C2)Cl)OC)[N+](=O)[O-],Inactive,0,,,0,0.44
5038,22411090,2445853,CC1=CC=C(C=C1)C(=O)NNC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCN(CC3)C4=CC=CC=C4,Inactive,0,,,0.77,0.11
5039,22404773,1034195,CC(C)(C)NC(=O)CC1=C(C=CC2=C1C=CC(=C2)Br)OC,Inactive,0,,,0,0.62
5040,22407871,3617555,COC1=CC(=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CS4)OC,Inactive,2,,,4.13,2.23
5041,22407860,3650132,CCN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2=CC=CC=C2SCC(=O)NC3CCCCCCC3,Inactive,0,,,0,0
5042,22407940,2473040,COC1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CS4,Inactive,0,,,0,0
5043,22411343,2575668,CC1=C(C=C(C=C1)S(=O)(=O)N(C)C)N2C(=O)C3=CC=CC=C3N=C2SCC(=O)NC4=C(C=C(C=C4)F)Cl,Inactive,0,,,0.45,0.06
5044,22413160,843863,CC1=CC=CC=C1N2C(=NNC2=S)C3=CSC4=CC=CC=C43,Inactive,1,,,2.18,0
5045,22407972,15945239,CN(CC1=C(C=C(C=C1)OC)OC)CC(=O)NC2=CC=CC=C2C(F)(F)F.C(=O)(C(=O)O)O,Inactive,0,,,0,0
5046,22408152,5976150,CCN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2=C3CC(C/C(=C\C4=CC=CC=C4)/C3=NC5=CC=CC=C52)C,Inactive,0,,,0,0
5047,22407764,2478586,CC(C)[C@@H](C(=O)NC1=NC2=C(S1)CCCC2)NC(=O)C3=CC=C(C=C3)OC,Active,8,,,17.14,20.66
5048,22411421,4088492,COC1=CC=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=C(C=C3)F)OC,Inactive,0,,,0,0
5049,22413493,1235926,C1CCN(C1)C(=S)NC2=CC(=C(C=C2)F)Cl,Inactive,0,,,0.67,0
5050,22412575,4462756,CC1=C(C(=C(S1)NC(=O)C2C3CCC(C2C(=O)O)C3=C(C)C)C(=O)N)C4=CC=C(C=C4)C(C)C,Inactive,2,,,6.04,0
5051,22408271,3400316,CCC(C)C1=CC=CC=C1NC(=O)COC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,Active,12,,,28.92,22.85
5052,22407770,2480361,C1=CSC(=C1)CNC(=O)COC(=O)C2=CC=C(C=C2)CO,Inactive,0,,,0,0.27
5053,22411040,3425678,COC1=C(C=C(C=C1)NC(=O)CCC(=O)C2=CC=CS2)S(=O)(=O)NC3=CC=CC=C3Cl,Inactive,0,,,0,0.11
5054,22411422,5851234,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)/C=C/C3=CC(=C(C=C3)OC(F)F)OC,Inactive,0,,,0,0
5055,22404647,1791629,CC(C)NC(=S)NC(=O)/C=C/C1=CC=CC=C1OC,Inactive,0,,,0,0.51
5056,22413165,7285238,C1=CC(=CN=C1)C(=O)/C=C\NC2=CC=C(C=C2)Br,Inactive,0,,,0,0.18
5057,22413132,843839,CCCC1=CC(=CS1)C2=NNC(=S)N2CC(C)C,Inactive,0,,,0,0.02
5058,22412075,3275002,CCSC1=NN=C(S1)NC(=O)C2CCCCC2C(=O)O,Inactive,1,,,0,2.08
5059,22412354,1217147,CCOC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCCC2,Inactive,0,,,0,0.12
5060,22407908,3254502,CC1=C(C(=CC=C1)C)NC2=NN=C(S2)SCC(=O)NC3CCS(=O)(=O)C3,Inactive,0,,,0.22,0.06
5061,22408150,2468968,CC1=NN(C(=C1C(=O)NC2=CC=C(C=C2)OC(F)F)Cl)CC3=C(C=C(C=C3)Cl)Cl,Inactive,0,,,0,0.44
5062,22412984,843892,CC(C)CN1C(=NNC1=S)C2=CC=C(O2)Br,Inactive,0,,,0,0
5063,22412357,1216839,COC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCCC2,Inactive,0,,,0.47,0.67
5064,22412094,3424447,CC1=CC(=O)OC2=C1C=C(C=C2)OC(C)C(=O)O,Inactive,0,,,0,0
5065,22408116,2469439,CC(C)NC(=O)CN1C2=CC=CC=C2N=CC1=O,Inactive,0,,,0,0
5066,22408326,6401430,C1=CC=C(C=C1)OC2=NN=C(C3=CC=CC=C32)C4=CC=CS4,Inactive,0,,,0,0
5067,22411364,3932057,CC1=CC(=C(N1CC2COC3=CC=CC=C3O2)C)C(=O)COC(=O)C4=CC=C(C=C4)O,Inactive,2,,,5.3,2.83
5068,22408120,6309180,C/C(=C(/C#N)\C(=O)CSC1=C(C=CC(=C1)Cl)Cl)/N,Inactive,0,,,0,0.67
5069,22402552,3891102,CCC1=CC=C(C=C1)NC(=O)C2CC(=O)NC3=NC=NN23,Inactive,1,,,1.93,0
5070,22410918,15945409,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)NC(=O)CCSC2=CC=C(C=C2)Cl,Active,7,,,5.66,16.28
5071,22410702,4803961,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)C)NC(=O)CSC2=NC3=C(N2)C=C(C=C3)C,Inactive,2,,,0,5.1
5072,22410591,4802105,CN1C=NN=C1SCC(=O)NC2=C(C=CC(=C2)S(=O)(=O)N3CCCCCC3)Cl,Inactive,0,,,0,0
5073,22410775,3949457,CCN(CC(=O)NC1CCS(=O)(=O)C1)S(=O)(=O)C2=C(C=C(C=C2)C)C,Inactive,1,,,1.67,0.28
5074,22411838,6401387,CCN(CC)C1=C(N=NC=N1)C2=CC=CC=C2,Inactive,0,,,0,0.59
5075,22410529,6214318,COC1=C(C=CC(=C1)/C=C/C(=O)C2=CC=C(C=C2)O)OCC#N,Inactive,0,,,0,0
5076,22410784,2699353,CN(CC1=C(C=C(C=C1)Cl)Cl)CC(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCCC3,Active,8,,,7.35,19.23
5077,22410855,15945402,CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)NC(=O)COC2=C(C=C(C=C2)C#N)OC)C,Inactive,0,,,0,0
5078,22410687,15945379,CC1=CC(=C(C=C1)C)S(=O)(=O)N2CCN(CC2)C(C)C(=O)NC3=CC=CC=C3C4=CC=CC=C4,Inactive,2,,,2.06,5.97
5079,22405330,834418,C1=CC(=CC=C1CNCC2=CC=C(C=C2)Br)F,Inactive,1,,,2.07,0.68
5080,22411639,1789328,CC1=C(C=C(C=C1)NC(=O)CCC(=O)NNC(=O)COC2=CC=CC=C2)C,Inactive,0,,,0.86,0
5081,22404795,6537937,COC1=CC2=C(C=C1)/C(=C/CN3C(=O)CCC3=O)/CCS2,Inactive,0,,,0,1.08
5082,22408329,2410001,C1=CC=C(C=C1)CNC(=O)NC(=O)COC(=O)C2=C(C=C(C=C2)Cl)N,Active,12,,,10.05,28.88
5083,22410358,4801942,COC1=C(C=C(C=C1)NC(=O)CSC2=CC=CC=C2)S(=O)(=O)N3CCCCC3,Inactive,0,,,0,0
5084,22410776,15945392,CN(CC(=O)NC1=CC=C(C=C1)F)C2=C(C=C(C=C2)S(=O)(=O)N3CCCCC3)[N+](=O)[O-],Inactive,1,,,2.35,3.21
5085,22410730,2698640,CN(CC1=C(C(=CC=C1)Cl)Cl)CC(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCCC3,Active,5,,,4.66,13.33
5086,22411918,1798230,CCCCCC(=O)NC1=CC=CC=C1N2CCOCC2,Inactive,0,,,0.06,0.83
5087,22411836,1724454,C1CCN(C1)C(=O)/C(=C\C2=CC=C(C=C2)Br)/NC(=O)C3=CC=CC=C3F,Inactive,0,,,0,0.08
5088,22411826,833056,CCCC(=O)NC1=CC=C(C=C1)C(=O)NN=C(C2CC2)C3CC3,Inactive,0,,,0,0
5089,22410709,2485314,CC1=CC=C(C=C1)CSC2=NN=C(N2CC(C)C)C3=CC(=CC=C3)S(=O)(=O)N4CCOCC4,Inactive,1,,,2.36,0.04
5090,22401900,3665528,CC1=CC=CC=C1NC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)[N+](=O)[O-],Inactive,0,,,0,0.35
5091,22410588,675492,CC1=CC=C(C=C1)C2=CC3=C(N2C4=CC=C(C=C4)C(=O)O)CCCC3=O,Inactive,0,,,0,0
5092,22408279,2409525,C1=CC=C2C(=C1)C=CC=C2CC(=O)NC3=CC(=C(C=C3)OC(F)F)Cl,Inactive,2,,,2.05,4.59
5093,22410407,2368049,CC1=CC(=CC=C1)N2C=C(C=C(C2=O)C#N)C(=O)C3=C(C=CC(=C3)Cl)O,Inactive,2,,,2.15,5.67
5094,22410853,8363121,CC1=C(C=C(C=C1)NC(=O)C2=CC=CS2)S(=O)(=O)N(C)C,Inactive,0,,,0,0
5095,22416449,3776414,CCCCC(=O)NC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)C)[N+](=O)[O-])OC,Inactive,0,,,0,0
5096,22410718,4796833,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)C)NC(=O)CSC2=NC3=CC=CC=C3N2,Inactive,0,,,0.23,0.67
5097,22410719,4963278,CC1=C(C=C(C=C1)NC(=O)CNC2=CC(=C(C=C2)Cl)Cl)S(=O)(=O)N(C)C,Active,9,,,19.01,22.46
5098,22411835,827916,CCCN1C2=CC=CC=C2N(C1=O)N,Inactive,0,,,0.35,0.79
5099,22410723,2123929,CC1=CC=CC=C1S(=O)(=O)NC2=C3C(=CSC3=NC=N2)C4=CC=CC=C4,Inactive,0,,,0,0
5100,22410438,135401255,CCOC(=O)C1=C(SC=C1C2=CC=CC=C2Cl)NC(=O)CSC3=NC(=CC(=O)N3)C,Inactive,1,,,0,1.35
5101,22410657,2368948,CC1=CC=CC=C1N2C=C(C=C(C2=O)C#N)C(=O)C3=C(C=CC(=C3)Cl)O,Inactive,0,,,0,0
5102,22410409,2368324,CC1=CC=C(C=C1)N2C=C(C=C(C2=O)C#N)C(=O)C3=C(C=CC(=C3)Cl)O,Inactive,1,,,1.48,1.89
5103,22416488,896992,C1CCC(C1)NC(=O)CCCC(=O)NC2CCCC2,Inactive,0,,,0.87,0.55
5104,22410733,3491776,CC(C(=O)OCC(=O)NC1CCCC1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C,Inactive,0,,,0,0
5105,22416487,1290363,CC(C)C1=CC=C(C=C1)C(=O)N2CCCN(CC2)C(=O)C3=CC=C(C=C3)C(C)C,Inactive,1,,,1.27,0.09
5106,22410688,2668665,CCC(C)(C)NC(=O)/C=C/C1=CC(=C(C=C1)OC)S(=O)(=O)N2CCOCC2,Inactive,0,,,0,0.26
5107,22404149,1798157,CCCCCC(=O)NC(=S)NC1=C(C=C(C=C1)Br)C,Inactive,1,,,1.57,0
5108,22404980,1792346,C1CCC(CC1)NC(=O)C2=CC=CC=C2NC(=S)NC(=O)C3CC3,Inactive,0,,,0.5,0.33
5109,22410442,2407524,COC1=CC(=CC(=C1O)OC)/C=C\2/C(=O)/C(=C/C3=CC(=C(C(=C3)OC)O)OC)/CC2,Inactive,0,,,0.41,1.11
5110,22407795,2411706,C1CC1N2C(=NN=C2SCC(=O)NC3=C(N=CC=C3)Cl)C4=CC=CC=C4F,Inactive,0,,,0,0
5111,22410707,4373523,C1CN(CCN1CC(=O)NC2=C(C=CC(=C2)S(=O)(=O)N3CCOCC3)Cl)C4=CC=C(C=C4)O,Inactive,0,,,0,0
5112,22410541,5951727,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)COC(=O)/C=C/C3=CC=C(C=C3)OC(F)F,Inactive,0,,,0,0
5113,22410433,4331924,CCOC1=CC=CC=C1NC(=O)C(C2=CC=CC=C2)OC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC=CS4,Inactive,1,,,1.61,0.54
5114,22416432,897082,CC1=C(SC(=N1)NC(=O)/C=C/C2=CC=C(C=C2)OC)C(=O)N(C)C,Inactive,1,,,0,2.81
5115,22416500,897192,CC1=CC=C(O1)/C=C/C(=O)NCC2=CC3=C(C=C2)OCO3,Inactive,0,,,0,0.17
5116,22416561,5736849,CC(CCC1=CC=CC=C1)NC(=O)/C=C/C2=CC=C(C=C2)OC,Inactive,0,,,0,0.34
5117,22410779,2674720,CC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)/C=C/C3=CC=C(O3)C)C,Inactive,0,,,0,0
5118,22405061,834406,C1=CC(=CC(=C1)Br)CNCC2=CC=C(C=C2)F,Inactive,0,,,0,0.48
5119,22411843,730253,COC(=O)NNC(=O)CC1=CC=CC2=CC=CC=C21,Inactive,0,,,0,0
5120,22401043,2415160,CCOC1=C(C=C(C=C1)Br)S(=O)(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CC=C3C,Inactive,1,,,2.1,1.64
5121,22410504,3601294,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=S)NCCC(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,0,0
5122,22410706,6074873,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)C)NC(=O)/C=C/C2=CC=CS2,Inactive,0,,,0,0.11
5123,22410472,2392026,CC1=CC=CC=C1NC(=O)C2=CC(=CN(C2=O)C3=CC=CC=C3C)C(=O)C4=C(C=CC(=C4)Cl)O,Inactive,1,,,1.24,1.95
5124,22410537,2401845,CCOC1=CC=CC=C1NC(=O)C2=CC(=COC2=N)C(=O)C3=C(C=CC(=C3)OC)O,Inactive,0,,,0,0
5125,22416478,2931442,CC1CCC2C(C1)C(=O)N(C2=O)C3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,,,0,0.51
5126,22410697,2368723,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C#N)C(=O)C3=C(C=CC(=C3)Cl)O,Inactive,0,,,0.02,0.63
5127,22416482,2931512,CC(=C1C2CCC1C3C2C(=O)N(C3=O)C4=NC=CS4)C,Inactive,0,,,0,0.24
5128,22416720,2931706,CC1=CC(=NO1)C(=O)N2CCN(CC2)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,0,,,0,0
5129,22407593,4309575,CC1=CC(=NN1C2=CC=C(C=C2)C(=O)OCC(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])Cl)C,Inactive,1,,,1.6,0.68
5130,22411844,3931565,CC1=C(C=CO1)C(=O)NNC(=O)COC2=C(C=C(C=C2)Br)Br,Inactive,0,,,0,0
5131,22405006,3892980,CC1=CN=C(S1)NC(=O)CSC2=NN=C(N2N)C,Inactive,0,,,0,0
5132,22412014,730167,CC1=C(C=CO1)C(=O)NNC(=O)C2=CC=CC=C2Br,Inactive,0,,,0,0
5133,22407709,2449400,CC1=C(C(=NO1)C)COC2=CC=CC(=C2)C(=O)OCC(=O)NC(=O)C3=CC=C(C=C3)OC(F)F,Inactive,1,,,0.12,3.59
5134,22410554,3555690,COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=CC=C2OC)NC(=O)CC3CC4CCC3C4,Inactive,1,,,0.06,2.73
5135,22410357,2684638,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC2=C(C=C3C4=CC=CC=C4OC3=C2)OC,Inactive,1,,,1.03,2.33
5136,22416483,2931509,CC(C)C1=CC=C(C=C1)C(=O)NCCCN2CCN(CC2)CCCNC(=O)C3=CC=C(C=C3)C(C)C,Inactive,0,,,0,0
5137,22408153,2472816,C1=CC=C(C=C1)CC2=CC=CC=C2OCC(=O)OCC(=O)NC3=C(N=CC=C3)Cl,Inactive,0,,,0,0
5138,22411654,1581875,CC1=CC(=C(C=C1)C)OCC(=O)NNC(=O)OC,Inactive,0,,,0,0
5139,22411846,1013859,CC1=C(C=CC(=C1)Br)OCC(=O)NC2=CC=C(C=C2)N(C)C(=O)C,Inactive,0,,,0.14,0
5140,22412028,1794512,COC1=CC=CC=C1N2C(=O)/C(=C/C3=CC=C(O3)C4=CC=CC=C4C(=O)O)/SC2=N,Inactive,0,,,0,0
5141,22404982,1791998,CC1=CC=C(C=C1)/C=C/C(=O)NC(=S)N(CC=C)CC=C,Inactive,0,,,0,0.6
5142,22407712,2476598,CC1=CC=C(C=C1)CNC(=O)COC2=CC=CC=C2C3=CC=CC=C3,Inactive,0,,,0,0
5143,22410731,2698808,CN(CC1=CC=C(C=C1)Cl)CC(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCCC3,Inactive,0,,,0,0.11
5144,22410711,4827095,COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CC3=C(C=CC=C3Cl)Cl,Inactive,2,,,0,5.66
5145,22410752,15945390,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)OC(F)F)S(=O)(=O)N(C)C,Inactive,0,,,0,0
5146,22407889,2449024,COCCNC1=NN=C(S1)SCC(=O)C2=CNC3=CC=CC=C32,Inactive,0,,,0,0
5147,22413477,2922704,CC1=C(C(=CC=C1)OCCOCCN2CCNCC2)C.C(=O)(C(=O)O)O,Inactive,0,,,0.37,0
5148,22412009,1818332,C1CN(CCN1C2=CC=CC=C2F)C(=O)/C=C/C(=O)O,Inactive,0,,,0,0
5149,22411636,729880,COC1=CC=CC(=C1)NC(=O)CCC(=O)NC2=CC(=CC=C2)OC,Inactive,0,,,0,0.36
5150,22412020,1790578,CC1=CC=CC=C1C(=O)NNC(=S)NC(=O)C2=CC=CC=C2,Inactive,1,,,1.79,1.27
5151,22411646,675601,CC1=CC(=NN1C(=O)COC2=CC=C(C=C2)[N+](=O)[O-])C,Inactive,1,,,0,2.18
5152,22411682,1789244,CCCC(=O)NNC(=O)C1=C(OC=C1)C,Inactive,1,,,0,2.43
5153,22408114,2480269,CC1=C(C(=CC=C1)C)NC2=NN=C(S2)SCC(=O)NCC3=CC=CS3,Inactive,0,,,0,0
5154,22410735,6213086,C1CCN(C1)C2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)NC(=O)/C=C/C4=CC(=CC=C4)F,Inactive,0,,,0,0
5155,22410856,2104779,COC1=C(C(=CC(=C1)/C=C/C(=O)O)S(=O)(=O)NC2=CC(=CC=C2)SC)OC,Inactive,0,,,0,0
5156,22410857,2126895,CCNC(=O)NC(=O)COC(=O)C1=CC(=CC=C1)NS(=O)(=O)/C=C/C2=CC=CC=C2,Inactive,0,,,0,0
5157,22410708,15945381,CC1=CC(=C(C=C1)C)S(=O)(=O)N2CCN(CC2)CC(=O)NC3=CC=C(C=C3)[N+](=O)[O-],Inactive,1,,,0.11,1.96
5158,22416847,5739824,CCOC(=O)COC1=C(C=C(C=C1)Br)/C=C\C2=C(C(=O)NC(=O)N2)[N+](=O)[O-],Inactive,1,,,1.65,2.92
5159,22410785,15945395,COC1=C(C=C(C=C1)/C=C/C(=O)NC2CCCCCCC2)S(=O)(=O)N3CCOCC3,Inactive,0,,,0.19,0
5160,22416624,2209293,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=S)NC3=CC4=C(C=C3)OCO4,Inactive,1,,,0,1.27
5161,22411823,833137,CC1=C(C=CO1)C(=O)NNC(=O)COC2=CC=CC=C2OC,Inactive,1,,,1.15,2.05
5162,22403025,3639026,CCNC1=NC2=NN=C(N2C(=N1)NCC)SCC(=O)NC3=C(C=C(C=C3)C(F)(F)F)[N+](=O)[O-],Inactive,0,,,0,0
5163,22402948,6172362,C1=CC=C(C=C1)CCNC(=O)/C(=C/C2=CC(=CC=C2)OCC3=CC=CC=C3)/C#N,Active,10,,,1.29,23.99
5164,22415646,1562455,CC1=CC(=CC(=C1)OCCNC(=O)C2=CC(=CC=C2)OC)C,Inactive,0,,,0.74,0
5165,22405259,6072045,CN(C)CCCNC(=O)/C(=C\C1=CC=C(O1)C2=CC=C(C=C2)Br)/NC(=O)C3=CC=CC=C3,Inactive,0,,,0,0
5166,22409910,2101183,CC(C)CCN1C(=O)C2=C(C1=O)C=C(C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC(=O)C,Inactive,1,,,0.92,1.61
5167,22413496,844713,CCN1C=C(C(=N1)C(=O)N2CCN(CC2)C(=O)C3=CC=CO3)[N+](=O)[O-],Inactive,0,,,0,0
5168,22411507,2063963,CC1=CC(=C(C(=C1)Br)NC(=O)CCl)Br,Inactive,4,,,9.05,9.14
5169,22401867,4414444,C1=CC=C(C=C1)CCN2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)OCC(=O)NC4=CC=C(C=C4)OC(F)F,Inactive,0,,,0,0.49
5170,22405703,2632210,CCOC(=O)C1=CC(=CC(=C1)NC(=O)COC2=CC=C(C=C2)[N+](=O)[O-])C(=O)OCC,Inactive,0,,,0,0
5171,22402976,4541202,CC1=C(C(=CC=C1)NC2=NN=C(S2)SCC(=O)NC3=CC=CC=C3[N+](=O)[O-])C,Inactive,1,,,0,2.23
5172,22412358,1217143,CC(C)(C)C1=CC(=NO1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,Inactive,0,,,0.3,0.9
5173,22413878,3606757,CC1(C2(CCC1(C(C2=O)Br)C(=O)NC3=C(C=CC(=C3)Cl)Cl)C)C,Inactive,0,,,0,0
5174,22405721,629840,C1=CC=C(C=C1)C2=CC(=NC3=C2C=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4,Inactive,1,,,1.55,0.72
5175,22403013,2373891,CC1=CC=C(C=C1)C2=NN(C=C2C(=O)OCC(=O)NC3=C(C=C(C=N3)Cl)Cl)C4=CC=CC=C4,Inactive,0,,,0,0.17
5176,22402973,2387789,CC1=C(C=CC(=C1)C(=O)NCC(=O)OCC(=O)NC2=CC=C(C=C2)OC(F)F)[N+](=O)[O-],Inactive,0,,,0,0
5177,22403328,2554112,CN(C)C1=CC=C(C=C1)NC(=O)COC(=O)C2=C(C=CC(=C2)Cl)[N+](=O)[O-],Inactive,0,,,0,0
5178,22414403,843006,CC1=C(C(=NN1CC(=O)NCC2=CC3=CC=CC=C3N2)C)[N+](=O)[O-],Inactive,0,,,0,0
5179,22413909,5094943,COCN1C=CN=C1C(C2=CC=C(C=C2)OC)(C3=CC=C(C=C3)OC)O,Inactive,0,,,0.41,0.05
5180,22405647,4417692,CC1=C(C=C(C=C1)C(C(Cl)Cl)NC(=O)N(CC2=CC=CC=C2)CC3=CC=CC=C3)F,Inactive,2,,,0.78,4.2
5181,22403001,3556464,CC1=CC=C(C=C1)N2C(=C(C(=N2)C)C3(C4=CC=CC=C4N(C3=O)C(C)C)O)N,Inactive,0,,,0,0
5182,22415419,1188931,COC1=C(C=CC(=C1)/C=C/C(=O)N2CCOCC2)OCC3=CC=CC=C3,Inactive,0,,,0,0.44
5183,22405183,11835249,COC1=C(C=C2C(C3=CC(=C(C=C3C(=O)CC2=C1)OC)OC)CC(=O)OC)OC,Inactive,0,,,0,0
5184,22412911,822760,CC(=O)C1=CC=CC=C1C(=O)NCC2=CN=CC=C2,Inactive,1,,,0,2.12
5185,22401698,2378071,C1CCC(CC1)NC(=S)NNC(=O)C2=C(C3=CC=CC=C3S2)Cl,Inactive,1,,,0.81,1.3
5186,22403011,4107884,CC1CCCCC1NC(=S)NC(=O)C2=CC=CC=C2Br,Inactive,1,,,0,1.83
5187,22415497,896488,C1=CC=C(C=C1)OCC(=O)NC2=CC=CC=C2OC3=CC=CC=C3,Inactive,0,,,0,0
5188,22403042,3659399,C1=CC(=CC=C1NC(=O)COC(=O)CCSC2=CC=C(C=C2)Cl)F,Inactive,0,,,0.12,0
5189,22402975,2386238,C1=CC=C(C(=C1)/C=C/C(=O)OCC(=O)NC2=CC=C(C=C2)OC(F)F)[N+](=O)[O-],Inactive,2,,,5.37,3.58
5190,22402987,2376804,C1=CC=C(C=C1)/C=C/C(=O)OCC(=O)NCC2=CC=C(C=C2)Cl,Inactive,0,,,0,0
5191,22401788,4314100,CC1=C(C=CC(=C1)C(=O)NCC(=O)OCC(=O)N(C2CCCCC2)C3CCCCC3)[N+](=O)[O-],Inactive,0,,,0,0
5192,22405066,1231799,CC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)Cl)C,Inactive,0,,,0.14,0.34
5193,22414292,5150870,CC(=NNC1=NC(=CS1)C2=CC=CC=C2)C,Inactive,0,,,0.32,0
5194,22403026,4382082,COC(=O)C1=CC=C(C=C1)CNC(=O)COC(=O)CC23CC4CC(C2)CC(C4)(C3)Br,Inactive,0,,,0,0
5195,22402056,2378425,C1C2CC3CC1CC(C2)(C3)NC(=O)NC(=O)CCl,Inactive,0,,,0,0
5196,22404026,3955879,CC1=CC=CC=C1N2C(=O)C3C4CC(=O)C(C3C2=O)C5=CC=CC=C45,Inactive,0,,,0,0
5197,22403009,6277064,CN(C)C1=CC=C(C=C1)/C=C(\C#N)/C2=CC=CC=N2,Inactive,0,,,0,0
5198,22402947,2362114,COC1=CC=C(C=C1)CCNC(=O)COC(=O)C2CCCCC2,Inactive,0,,,0,0.07
5199,22407756,4450191,COC1=CC=CC=C1CNC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)OCC4=CC=CC=C4,Inactive,3,,,8.67,3.97
5200,22405184,4231824,CC(C)(C)NC(=O)C(=O)NNC(=O)COC1=CC=C(C=C1)Br,Inactive,1,,,1.49,0
5201,22412131,1219007,C1CN(CCC1=NNC(=O)C2=CC3=CC=CC=C3C=C2O)CC4=CC=CC=C4,Inactive,0,,,0.36,0
5202,22410166,2105718,CC1=CC(=C(C(=C1C)S(=O)(=O)NNC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCOCC3)C)C,Inactive,0,,,0,0.59
5203,22413937,844685,CC1=C(C=NN1C)CN(C)C(=O)C2=NN(C=C2[N+](=O)[O-])C,Inactive,0,,,0,0
5204,22401974,4158489,CC1CCCC(C1C)NC(=S)NC(=O)C2=CC=CC=C2Br,Active,9,,,21.62,20.68
5205,22401700,5889878,CCOC(=O)/C=C/C(=O)OCC(=O)NC(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0,,,0,0.57
5206,22415650,135401482,CC1=CC=C(C=C1)N2C(=O)C(=C(N=C2SCC(=O)NC3=CC=C4CCC5=C4C3=CC=C5)O)C,Inactive,1,,,0,2.7
5207,22410248,2102202,C1=CC=C(C=C1)CNS(=O)(=O)C2=C(C=CC(=C2)C(=O)OCC3=CC(=O)N4C=C(C=CC4=N3)Br)Cl,Inactive,1,,,1.12,3.45
5208,22412278,843677,CCC1=C(SC=C1C2=NNC(=S)N2CC3=CC=CC=C3)C,Inactive,1,,,0.51,1.41
5209,22415408,2918966,C1CCN(CC1)CC(=O)NCCNC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Inactive,1,,,0.69,1.45
5210,22414146,844756,CC1=NN(C(=C1[N+](=O)[O-])C(=O)N2CCN(CC2)C(=O)C3=CC=CO3)C,Inactive,1,,,2.06,0
5211,22404040,896452,C1COCCN1C(=O)C2=CC=C(C=C2)NC(=O)/C=C/C3=CC=CO3,Inactive,0,,,0,0.03
