PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Primary % CPE Inhibition @ 20 uM (Rep 1),Primary % CPE Inhibition @ 20 uM (Rep 2)
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_UNIT,,,,,,,,PERCENT,PERCENT
5212,22405291,5152025,CC1=CC=CC=C1N2CC3=CC=CC=C3C2,Inactive,0,,,0,0.02
5213,22403470,6544293,CCC1=CC2=C(C=C1)N[C@@H]([C@H]3[C@@H]2OCC3)C4=CC=CS4,Inactive,0,,,0,0
5214,22412281,4172618,CC1=C(SC=C1)C2NC3=CC=CC=C3C(=O)N2O,Inactive,3,,,2.92,6.7
5215,22412276,843915,CC1=CC(=CC=C1)N2C(=NNC2=S)C3=CSC(=C3C)C,Inactive,0,,,0,0
5216,22410120,3957954,CC1=C(C=C(C=C1)NC(=O)COC(=O)CCC2=CC=C(C=C2)OC)S(=O)(=O)N(C)C,Inactive,1,,,0,1.49
5217,22409770,2105805,CC1=CC(=CC=C1)S(=O)(=O)NC2=CC=C(C=C2)C3=NC4=C(S3)C=C(C=C4)C,Inactive,4,,,1.47,9.08
5218,22410135,2484589,C1=CC=C(C=C1)/C=C/S(=O)(=O)NC2=CC=CC(=C2)C(=O)OCC(=O)NC3=CC=CC=C3OC(F)F,Inactive,0,,,0,0.51
5219,22403958,2930724,C1CC2CC1C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(=O)NC5=CC=C(C=C5)Br,Inactive,1,,,1.74,0
5220,22412200,4748346,C1C(C1C2=NNC(=S)N2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl,Inactive,1,,,0,1.51
5221,22412195,4194728,CCN1C(=C(C=N1)Br)C(=O)NC2=NN(C=C2)C34CC5CC(C3)CC(C5)C4,Inactive,2,,,4.32,2.26
5222,22412214,1000160,C1CC1NC(=O)CSC2=CC(=CC(=C2)[N+](=O)[O-])S(=O)(=O)CC3=CC=CC=C3,Inactive,1,,,0,2.62
5223,22403519,843208,COC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)NN,Inactive,0,,,0,0.55
5224,22412267,998824,CC1=NN(C(=C1Br)C(=O)NC2=CC=CC(=C2)CN3CCOCC3)C,Inactive,0,,,0,0.95
5225,22412621,843698,CCN1C=C(C(=N1)C(=O)NC2=NN(C=C2)CC3=CC=CC=C3)[N+](=O)[O-],Inactive,0,,,0,0
5226,22412197,843369,CC1=C(C(=NN1C2=CC=CC=C2)C3=CC=CC=C3)C(=O)N,Inactive,0,,,0,0.81
5227,22416590,2211739,COC1=CC=C(C=C1)N(CC(=O)NC2=CC3=C(C=C2)OCO3)S(=O)(=O)C4=CC=C(C=C4)F,Inactive,1,,,1.33,0.78
5228,22416918,2166593,COC1=CC=CC=C1NC(=O)CCSCCC(=O)NC2=CC=CC=C2OC,Inactive,0,,,0,0
5229,22403926,1744805,CCCCNC(=O)/C=C/C1=CC=CS1,Inactive,0,,,0,0
5230,22401173,2389205,CCOC1=C(C=CC(=C1)/C=C\2/C(=O)N(C(=S)N2)C3=C(N(N(C3=O)C4=CC=CC=C4)C)C)O,Inactive,0,,,0.13,0
5231,22412190,843620,CCN1C(=NNC1=S)C2=CC(=NC3=CC=CC=C32)C4CC4,Inactive,0,,,0,0.24
5232,22412035,1000166,CCN1C=C(C(=N1)C(=O)NNC(=O)CCN2C=C(C=N2)[N+](=O)[O-])Cl,Inactive,0,,,0,0
5233,22405381,1790548,CC1=CC(=CC=C1)C(=O)NC(=S)NNC(=O)C2=CC=CS2,Inactive,1,,,2.31,3.56
5234,22412199,4765842,C1CC1C2=CC(=NN2CC(=O)NCC3=CC=CC=C3F)C(F)(F)F,Inactive,0,,,0,0
5235,22412531,1233738,CCN1C(=C(C=N1)/C=C\2/C(=O)N(C(=S)S2)CC)C,Inactive,0,,,0,0
5236,22412654,843934,CC1=C(SC=C1C2=NNC(=S)N2CC3=CC=CC=C3)C,Inactive,1,,,0,1.45
5237,22404061,896002,CC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)C2=C(OC=C2)C,Inactive,0,,,0.45,1.2
5238,22404036,896463,CC1=CC(=C(N1C2=CC=CC=N2)C)/C=C/3\C(=O)NC(=O)N3,Inactive,0,,,0.69,0
5239,22404068,2178805,CCOC(=O)/C(=C/C1=CC=C(C=C1)Cl)/NC(=O)C2=CC=CO2,Inactive,0,,,0,0
5240,22412193,843908,CC1=CC(=CC=C1)N2C(=NNC2=S)C3=CSC4=CC=CC=C43,Inactive,2,,,4.14,1.23
5241,22416577,845054,C1CN(CCN1C2=CC=CC=C2F)C(=O)/C=C/C3=CC=CS3,Inactive,0,,,0,0
5242,22410257,4237772,CCCN(CC1CC1)C(=O)COC(=O)C2=CC=C(C=C2)CNS(=O)(=O)C3=CC(=C(C=C3)F)Cl,Inactive,0,,,0,0
5243,22416950,2180088,CCOC1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=CS3)/N(C2=S)C,Inactive,5,,,10,11.93
5244,22404044,2931208,CC1CCC2C(C1)C(=O)N(C2=O)C3=CC=C(C=C3)C(=O)NCC4=CC=CC=C4,Inactive,0,,,0,0
5245,22403796,5736724,C1N(CCN(C1)CCCNC(=O)/C=C/C2=CC=CO2)CCCNC(=O)/C=C/C3=CC=CO3,Inactive,0,,,0,0
5246,22412543,998691,CC1=C(C(=NN1CC2=CC(=CC=C2)F)C)NC(=O)C3=C(C=NN3C)Cl,Inactive,0,,,0.35,1.2
5247,22405321,1790544,CC1=CC(=CC=C1)C(=O)NC(=S)NNC(=O)C2=CC=CC=C2Cl,Inactive,2,,,5.03,5.76
5248,22405278,1046666,CC1=C(C(=NN1C2=NN=C(N=N2)NCC3=CC=CC=C3)C)Br,Inactive,0,,,0.36,0
5249,22416850,844174,CC1=C(C=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)[N+](=O)[O-])C,Inactive,0,,,0.5,0
5250,22403764,896285,CC1=CC(=NC(=C1)NC(=O)C2=C(C=C(C=C2)Cl)[N+](=O)[O-])C,Inactive,1,,,0,1.41
5251,22404079,1226301,CC1=CC(=C(C=C1)C)N2CCN(CC2)C(=O)C3=CSC(=C3C)C,Inactive,0,,,0,0
5252,22405440,4395985,COC1=CC=C(C=C1)C(=O)NNC(=S)NC(=O)C2=CC=CC=C2[N+](=O)[O-],Inactive,0,,,0,0
5253,22410339,5689808,CC1=NN=C(N1CC2=CC=CC=C2)SCC3=CC(=O)OC4=C3C=CC(=C4)O,Inactive,0,,,0,0.1
5254,22416585,844440,C1CN(CCN1C2=CC=C(C=C2)Cl)C(=O)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,0.86,0
5255,22409901,2481311,CC(C)[C@@H](C(=O)OCC(=O)NC1=CC=CC=C1SC2=CC=CC=C2)NS(=O)(=O)C3=CC=CC=C3,Active,11,,,22.21,26.83
5256,22404037,2931188,C1COCCN1C(=O)C2=CC=C(C=C2)N3C(=O)C4C(C3=O)C5C6=CC=CC=C6C4C7=CC=CC=C57,Inactive,0,,,0,0
5257,22410025,4194680,CC1=C(C=C(C=C1)NC(=O)C2=C(C=CS2)C)S(=O)(=O)N(C)C,Inactive,0,,,0,0.28
5258,22403937,2178739,CN1/C(=C\C2=CC=CO2)/C(=O)N(C1=S)C3=CC=CC=C3,Inactive,0,,,0,0.04
5259,22412271,843706,CC1=CC(=CS1)C2=NNC(=S)N2CC3=CC=CC=C3,Inactive,1,,,0,2.81
5260,22404689,3568622,C1=CC=C(C(=C1)C(=O)NC(=S)NNC(=O)C2=CC=CC=C2Cl)[N+](=O)[O-],Inactive,0,,,0,0
5261,22404686,3458678,CC(C)(C)NC(=O)CN1N=C(N=N1)C2=CC=C(C=C2)OCC3=CC=C(C=C3)C(=O)OC,Inactive,1,,,0.35,1.39
5262,22412198,999569,CC1=C(C(=NN1CCC2=NNC(=S)N2C3=CC=CC=C3OC)C)Br,Inactive,1,,,0,2.62
5263,22412274,843914,CC1=CC=CC=C1N2C(=NNC2=S)C3=CSC(=C3C)C,Inactive,0,,,0,1
5264,22416721,1001765,COC1=CC(=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N4CCN(CC4)C5=NC=CC=N5)OC,Inactive,0,,,0,0
5265,22416560,2932343,CCCN(CCC)C(=O)CCSCCC(=O)N(CCC)CCC,Inactive,0,,,0,0
5266,22403921,2930388,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC(=S)NC3CCSC3=O,Inactive,2,,,4.21,1.01
5267,22404048,2165798,CCCOC(=O)C1=CC=C(C=C1)NC(=O)C(CC)CC,Inactive,0,,,0,0
5268,22404056,4307302,CC1CCC2=C(N1C(=O)C3=CC=NC=C3)C=CC(=C2)F,Inactive,0,,,0,0
5269,22412541,998650,CCOC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)NC3=CC=C(C=C3)CN4CCCCC4,Inactive,0,,,0,0
5270,22412613,843413,CC1=CC(=C(C=C1)NC(=O)C2=CC(=CC=C2)OC(F)F)OC(F)F,Inactive,0,,,0,0
5271,22410151,3505884,COC1=CC=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)C3=NC=CN=C3)N4CCCC4,Inactive,0,,,0,0
5272,22409908,135500583,CC1CC(CN(C1)C(=O)COC(=O)CCC2=NC3=CC=CC=C3C(=O)N2)C,Inactive,0,,,0,0.42
5273,22404016,1744993,COC1=C(C=C(C=C1)/C=C/C(=O)NCCCC2=CC=CC=C2)OC,Inactive,0,,,0.61,0
5274,22410240,2103400,C1=CC=C(C=C1)CNS(=O)(=O)C2=CC=CC(=C2)C(=O)NCC3=CC(=CC=C3)C(F)(F)F,Inactive,1,,,0,1.79
5275,22404055,896633,CC1=CC=C(O1)/C=C/C(=O)NC2=CC=NC=C2,Inactive,0,,,0,0.96
5276,22412307,850652,C1=CC(=CC=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)F)F,Inactive,2,,,5.45,1.23
5277,22412538,846545,CC1=CC=C(O1)/C=C/2\C(=O)N(C(=O)N2)CC3=CC=CC=C3,Inactive,1,,,2.86,0
5278,22405277,5067676,COC1=CC=C(C=C1)C2(CCOCC2)C(=O)NC3=CC=CC=C3,Inactive,1,,,1.18,2.12
5279,22412217,843818,CCC1=CC(=CS1)C2=NNC(=S)N2CC(C)C,Inactive,0,,,0.06,0
5280,22410187,5963418,COC1=C(C=CC(=C1)/C=C/C(=O)OCC(=O)NC2CCS(=O)(=O)C2)O,Inactive,0,,,0,0
5281,22416693,2210806,CN(C1=CC=CC(=C1)NC(=O)C2=CC=CC=C2N(C)S(=O)(=O)C3=CC=CC=C3)S(=O)(=O)C,Inactive,0,,,0,0
5282,89852530,15945341,CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)N)OC(=O)C2=C3CCC/C(=C/C4=CC5=C(C=C4)OCO5)/C3=NC6=CC=CC=C62,Inactive,0,,,0,0
5283,22403977,3600202,C1CCN(CC1)C(=O)C2CCCN(C2)CCCC3=CC=CC=C3,Inactive,1,,,0.65,1.86
5284,22410109,4331882,C1CN(CCN1C(=O)COC(=O)CNC(=O)C2=CC3=CC=CC=C3C=C2)S(=O)(=O)C4=CC5=CC=CC=C5C=C4,Inactive,0,,,0,0
5285,22404125,2888416,C1CN(CCN1C2=C3C=CC=NC3=C(C=C2)[N+](=O)[O-])C(=O)C4=CC=CC=C4F,Inactive,0,,,0,0
5286,22402010,3972029,CCOC1=C(C=C(C=C1)Br)S(=O)(=O)NC2=CC(=CC=C2)S(=O)(=O)N(C)C3=CC=CC=C3,Inactive,4,,,2.55,10.6
5287,22405102,5141225,CC(C(=O)NN=C1CCN(CC1)C)OC2=C(C=C(C=C2)Cl)Cl,Inactive,0,,,0.51,0.47
5288,22414911,902680,CC1=CC(=CC(=C1)NC(=O)C2=CC=CC=C2NC(=O)CCC(=O)O)C,Inactive,0,,,0,0.5
5289,22416105,1336924,C1COCCN1C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,1,,,2.05,0
5290,22414272,4126024,C1=CC=C(C=C1)C2=C(C=NN2)C3NC4=CC=CC=C4C(=O)N3O,Inactive,0,,,0,0
5291,22410699,4599091,CC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)NC(=O)C3=NC4=CC=CC=C4C=C3,Inactive,0,,,0,0
5292,22405448,711428,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2[N+](=O)[O-],Inactive,0,,,1.16,0.17
5293,22416484,896982,CC1=CC=C(O1)/C=C/C(=O)N2CCC3=CC=CC=C32,Inactive,0,,,0,0.13
5294,22414816,3450295,COC(=O)C1=C(SC2=C1CCCCCC2)NC(=O)C3C4CCC(C3C(=O)O)O4,Inactive,0,,,0.61,0.68
5295,22408878,4879444,CN1C2=C(C=C(C=C2)S(=O)(=O)N(C)C)N=C1CCC(=O)NC3=CC4=C(C=C3)OCO4,Inactive,0,,,0,0
5296,22416598,1290990,CC1=C(SC(=N1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl)C(=O)N(C)C,Inactive,0,,,0,0
5297,22410371,2113959,CCCCN1C(=O)C=C(N1)C2=CC=CC=C2,Inactive,0,,,0,0
5298,22410689,3954861,CC(C)CN1C(=C(C(=O)NC1=O)N(CC(C)C)C(=O)CN2CCN(CC2)C3=CC=CC=C3O)N,Inactive,0,,,0,0
5299,22410696,15945380,CC1=C(C=C(C=C1)NC(=O)[C@@H]2CCCN2S(=O)(=O)C3=CC=CC=C3F)S(=O)(=O)N4CCOCC4,Inactive,0,,,0,0
5300,22407994,5152223,CC(C(=O)NC1=CC=CC=C1C#N)Cl,Inactive,1,,,0.32,2.29
5301,22416485,844214,CCC1=C(SC(=C1C(=O)OC(C)C)NC(=O)C2CC2)C,Inactive,1,,,1.42,0
5302,22416724,897112,CC1=CC=C(C=C1)CNC(=O)C2=NC=CN=C2,Inactive,0,,,0,0
5303,22416254,1184710,C1CCN(CC1)C2=CC=C(C=C2)NC(=S)NC(=O)CC3=CC=CC=C3,Inactive,2,,,4.59,4.13
5304,22410744,4545460,CC1=CC=C(O1)C(=O)NC2=CC(=C(C=C2)N3CCCC3)S(=O)(=O)NC4=CC=CC=C4OC,Inactive,2,,,2.97,3.79
5305,22410742,3387640,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)N2CCOCC2)NC(=O)C3=CC4=CC=CC=C4C=C3,Inactive,2,,,5.49,1.06
5306,22415002,1218957,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC=CC=C3,Inactive,1,,,3.52,0
5307,22416940,896937,C1CN(CCN1C2=NC=CC=N2)C(=O)/C=C/C3=CC=CO3,Inactive,0,,,0,0
5308,22416725,844125,CC(C)C1=CC=C(C=C1)/C=C/C(=O)NC2CCCCC2,Inactive,0,,,0.32,0.77
5309,22414675,852305,CCSC1=NC(=NC(=C1)N2CCCC2)C3=CC=CC=C3Cl,Inactive,0,,,0,0
5310,22416075,1337346,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C=C3C(=O)N(C(=O)N(C3=O)C)C,Inactive,1,,,2.9,0
5311,22414057,676678,CC1=NC2=CC3=C(C=C2N1)NC(=N3)C(F)(F)F,Inactive,0,,,0,1
5312,22410370,4450472,CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)COC3=NC=NC4=CC=CC=C43,Inactive,0,,,0,0
5313,22410469,3430491,CC(C(=O)NC1=C(C=C(C=N1)Cl)Cl)OC(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CO3,Inactive,0,,,0,0.3
5314,22414131,3878384,COC1=CC=C(C=C1)OCC(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC(=NC(=N3)OC)OC,Inactive,0,,,0.31,0
5315,22410815,2122407,CN(C1=CC=CC=C1OC)S(=O)(=O)C2=CC=C(C=C2)C(=O)OCC(=O)C3=CNC4=CC=CC=C43,Inactive,1,,,1.87,0
5316,22414932,1235226,COC(=O)C1=CC=C(C=C1)NCCC(=O)O,Inactive,0,,,1.14,0.28
5317,22416448,5736823,CC1CCCN(C1)C(=O)/C=C/C2=CC=C(C=C2)C,Inactive,1,,,1.65,0
5318,22405399,1791609,CC(C)NC(=S)NC(=O)/C=C/C1=CC=C(C=C1)F,Inactive,1,,,1.82,0.99
5319,22416355,882086,C1CN(CCN1C=O)C(=O)CC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,0,0
5320,22410487,4620576,COC1=CC=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=CO3)N4CCCCC4,Inactive,5,,,6.93,12.05
5321,22410690,2122530,CC1=C(NC(=C1C(=O)C)C)C(=O)COC(=O)C2=CC(=CC=C2)S(=O)(=O)N(C)C3=CC=CC=C3,Inactive,1,,,2.1,1.11
5322,22404169,1010721,CCC(=O)NC1=CC=C(C=C1)C(=O)NNC(=O)COC2=CC=CC(=C2)C,Inactive,0,,,0,0.04
5323,22415095,838544,COC1=CC=CC(=C1)NC(=O)CN(CC2=CC=CC=C2)S(=O)(=O)C,Inactive,1,,,0,3.12
5324,22415077,91759,CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,Inactive,1,,,0,1.57
5325,22410475,2116208,CC1=CC(=C(C=C1)O)C(=O)C2=CN(N=C2)C(=O)C3=CC(=C(C=C3)OC)OC,Active,6,,,14.36,14.21
5326,22404921,1824698,CCCCONC1=NC=NC2=NON=C21,Inactive,0,,,0,0.89
5327,22410446,4830029,CCN(CC(=O)NC1CCS(=O)(=O)C1)S(=O)(=O)C2=CC=C(C=C2)F,Inactive,0,,,0.42,0
5328,22401624,4642631,CC1CCC2=C(C1)SC3=C2C(=O)NC(=N3)CSC4=NNC(=N4)N,Inactive,0,,,0,0
5329,22410447,3962358,C1CCN(C1)S(=O)(=O)C2=CC(=C(C=C2)OCC(F)(F)F)NC(=O)C3=CC=C(C=C3)F,Inactive,0,,,0,0
5330,22415046,1217698,COC1=C(C=C(C=C1)Cl)NC(=O)C2=CC(=CC=C2)NC(=O)CCC(=O)O,Inactive,0,,,0,0
5331,22414651,1226898,COC1=CC=CC=C1NC(=S)NC(=O)C2CC2,Inactive,0,,,0.92,0.08
5332,22416253,2897769,COC1=C(C=C(C=C1)CCNC(=O)C2=CC=C(C=C2)CN3CCC(CC3)CC4=CC=CC=C4)OC,Inactive,0,,,0.45,0.04
5333,22416140,230352,C1=CC=C(C=C1)CNC(=O)CCCC(=O)NCC2=CC=CC=C2,Inactive,0,,,0,0
5334,22410764,6519710,CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)C(=O)NCCN3C(=O)/C(=C/C4=CC=CC=C4Cl)/SC3=O,Inactive,1,,,1.72,2.9
5335,22404499,4415927,CC1=CC(=NN1C2=NN=C(N=N2)NC34CC5CC(C3)CC(C5)C4)C,Inactive,3,,,4.58,7.2
5336,22415066,6618203,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC=C(C=C2)OC)COC(=O)C)OC(=O)C)OC(=O)C,Inactive,0,,,0,1.23
5337,22404978,1791561,CC(C)NC(=S)NC(=O)/C=C/C1=CC=CC2=CC=CC=C21,Inactive,2,,,4.88,2.78
5338,22416153,2283081,CCOC1=CC(=CC=C1)OCCOC2=CC=C(C=C2)C(=O)C3=CC=CC=C3,Inactive,0,,,0,0.22
5339,22410362,3962951,COC1=CC=C(C=C1)C(=O)NCC(=O)OCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3,Inactive,0,,,0,0
5340,22414244,1818144,COC1=C(C=C2C(=C1)C=NC(=N2)Cl)OC,Inactive,0,,,0,0
5341,22410694,3291469,CC1=C(C=C(C=C1)NC(=O)COC(=O)C2COC3=CC=CC=C3O2)S(=O)(=O)N4CCOCC4,Inactive,0,,,0,0
5342,22415007,3578348,CC(CNC1=CC=CC=C1O)C(=O)O,Inactive,0,,,0,0
5343,22415062,987802,CC(C)(C)C1CCC(=NNC(=O)CN(C2=CC=CC=C2)S(=O)(=O)C)CC1,Inactive,0,,,0,0
5344,22416142,2898572,CC1=CC=C(C=C1)C(=O)N2CCN(C2C3=CC=C(C=C3)N(C)C)C(=O)C4=CC=CC=C4,Inactive,0,,,0,0
5345,22407990,2438544,CC1=C(C(=CC=C1)C)NC(=O)CCCSC2=NN=C(N2C3=CC=CC=C3)C4=CC=C(C=C4)F,Inactive,0,,,0,1.17
5346,17508016,796071,C1COCCN1C2=NC(=NC(=C2)C(F)(F)F)C3=CC=CC=C3,Inactive,0,,,0,0
5347,17505861,1862623,CC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CCC(=O)NNS(=O)(=O)C3=CC=C(C=C3)C,Inactive,0,,,0.23,0.13
5348,22411585,1817855,CCCCCNCC1=CC(=C(C=C1)OCC2=CN=C(C=C2)Cl)OC,Inactive,1,,,0.68,2.72
5349,17505547,1389181,CC1CCN(CC1)C(=S)SCC2=NC(=NC(=N2)NC3=CC=CC=C3OC)N,Inactive,0,,,0,0
5350,17514478,7198545,CC1=C(C=CC(=C1O)C(=O)CN2CCN(CC2)CC3=CC4=C(C=C3)OCO4)O,Inactive,1,,,2.38,0.93
5351,17514477,12005851,C1CN(C(OC1)CNC(=O)C(=O)NCC2=CC=CS2)S(=O)(=O)C3=CC=C(C=C3)F,Inactive,1,,,0,1.31
5352,22414339,4372215,CCCCNS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2CCCO2,Inactive,0,,,0,0
5353,22414338,5074530,CCC(C(=O)NCC1=CC=C(C=C1)S(=O)(=O)N)OC2=CC=CC=C2,Inactive,0,,,0,0
5354,22400838,4419295,CC1=CC=C(C=C1)S(=O)(=O)N2CC(C(=O)C3=C2C=C(C=C3)OC)(C)C(=O)OC,Inactive,0,,,0,0
5355,22402646,725103,CN1C(=O)COC2=C1C=C(C=C2)C(=O)C3=CC=CC=C3C(=O)O,Inactive,1,,,1.29,0.71
5356,22414026,4132053,COC1=C(C(=CC(=C1)CNC2=CC3=C(C=C2)NC(=O)N3)Cl)OCC=C,Inactive,0,,,0,0.68
5357,22411916,1207992,CC(C)(C)NC(=O)C1=NN2C(=CC(=NC2=N1)C3=CC=CC=C3)C(F)(F)F,Inactive,0,,,0,0.91
5358,22411895,850739,CN(C1=CC=C(C=C1)OC)C(=O)C2=C3CCCCC3=NO2,Inactive,0,,,0,0
5359,17505965,1930935,CC1=CC(=C(C(=N1)SCC(=O)NC2=NC3=CC=CC=C3S2)C#N)C(F)(F)F,Inactive,0,,,0,0
5360,22414042,851962,CC1=CC=CC=C1NC(=O)C2=CC=CC=C2NC(=O)CCC(=O)O,Inactive,0,,,0,1.24
5361,22411902,4722418,CC(CNCCNCC1=CC(=C(C=C1)OCC2=CN=C(C=C2)Cl)OC)O,Inactive,1,,,1.37,1.66
5362,22414326,7312201,CC1=CC(=C(C=C1NC(=O)C)S(=O)(=O)NC2=CC=C(C=C2)C(=O)O)C,Inactive,0,,,0,0
5363,17513236,5991635,CCOC1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=CN3C)/SC2=O,Inactive,0,,,0,0
5364,17510115,5013787,C1C2CC3CC1CC(C2)(C3)C4=NN=C(O4)C5=CC(=CC=C5)[N+](=O)[O-],Inactive,1,,,1.9,0
5365,22411997,4146137,C1=CC=C2C3C4C(C(C2=C1)C5=CC=CC=C35)C(=O)N(C4=O)CC(=O)NC6=CC=CC=C6C(=O)O,Inactive,0,,,0.06,0.39
5366,22411764,4690120,CC1(CC(C(=O)O1)CC(=O)NNC2=NC(=CS2)C3=CC=CC=C3)C,Inactive,0,,,0,0
5367,17505670,3818998,CC1=NC2=C(C(=NN2C(=C1)NC3=CC=C(C=C3)NC(=O)C)C)C4=CC=CC=C4,Inactive,0,,,0,0
5368,22411898,9540952,C1COCCN1CCCNCC2=C(C=CC(=C2)Br)OCC(=O)NC3=CC=CC=C3,Inactive,0,,,0,0
5369,17505663,5201923,CC1=CC=C(C=C1)C(=O)NN(C2CC(=O)N(C2=O)C3=CC=CC=C3Cl)C(=O)C,Inactive,0,,,0.55,0
5370,17505696,4014018,CC1CC(CN(C1)C(=S)SCC2=NC(=NC(=N2)NC3=CC=CC=C3OC)N)C,Inactive,5,,,3.14,11.6
5371,17514356,12005822,COC1=C(C=C(C=C1)CCNC(=O)C(=O)NCC2N(CCO2)S(=O)(=O)C3=CC=C(C=C3)Br)OC,Inactive,0,,,0,0
5372,22400491,848535,CC(=O)C1=CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=CC=C3,Inactive,0,,,0,0.36
5373,22411921,843022,CCN1C(=NNC1=S)C2=CSC(=C2)C(C)C,Inactive,0,,,0,0
5374,17505664,135398879,C/C(=N\NC1=CC=CC2=CC=CC=C21)/C3=C(N(C(=O)NC3=O)CC4=CC=CC=C4)O,Inactive,0,,,0,0
5375,17514471,1646829,CCNS(=O)(=O)C1=CC2=C(C=C1)N=C(S2)NC(=O)/C=C/C3=CC(=C(C(=C3)OC)OC)OC,Inactive,0,,,0.02,0
5376,17514469,12005849,CC1=C(C=CC(=C1)S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCCC3=CC(=C(C=C3)OC)OC)OC,Inactive,0,,,0,0
5377,17514468,7197248,C1=CC=C2C(=C1)C(=CN2)CCN=C(N)NS(=O)(=O)C3=C(C=CC(=C3)F)F,Inactive,0,,,0,0
5378,17506045,3146297,C1=CC(=CC=C1NC2=NC=C(C=C2)[N+](=O)[O-])F,Inactive,0,,,0,0
5379,22412008,849697,COC1=C(C=C(C=C1)CNC(=O)/C=C/C(=O)O)OC,Inactive,1,,,0,1.98
5380,22412141,3427699,CCOC1=CC=C(C=C1)NC2=NC(=NC(=N2)Cl)N3CCN(CC3)C4=CC=C(C=C4)OC,Inactive,1,,,1.71,3.18
5381,17507011,1138919,COC1=C(C=C(C=C1)C(=O)NC(=S)NC2=CC=C3CCC4=C3C2=CC=C4)OC,Inactive,0,,,0,0.5
5382,22411899,834598,CC1=CC=C(C=C1)NCC2=CC=CC=C2F,Inactive,1,,,3.2,2.2
5383,17505667,3649536,COC1=CC(=C(C=C1)OC)NC(=S)N2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,Inactive,0,,,0,0.22
5384,17514475,3548178,CC1=CC=C(C=C1)C(C[N+](=O)[O-])C2=C(NNC2=O)C3=CC=CC=C3O,Inactive,0,,,0,0
5385,17514416,12005834,CC1=CSC(=N1)NC(=O)CSC2=NN3C(=NN=C3CCNS(=O)(=O)C4=CC=CC=C4)C=C2,Inactive,0,,,0,0
5386,22401988,3495654,C1CCC(C(C1)C(=O)NCC2=CC=NC=C2)C(=O)O,Inactive,0,,,0,0
5387,22411703,842865,C1=CC=C2C(=C1)C=C(N2)CNC(=O)CN3C=C(C=N3)[N+](=O)[O-],Inactive,0,,,0.8,0
5388,22404741,15945005,CC1=CC=C(C=C1)C2=[N+](SC(=N2)N3CCOCC3)C4=CC=CC=C4.[O-]Cl(=O)(=O)=O,Inactive,0,,,0.23,0
5389,17508468,135465846,C1CCC(CC1)C2=NC3=CC=CC=C3C(=O)N2,Inactive,0,,,0,0.47
5390,22404619,3878151,CC1=NC2=C(N1C3=CC=CC=C3)C=CC(=C2)C(=O)OC(C)C(=O)NC4=CC=C(C=C4)C(=O)C,Inactive,1,,,1.85,0.2
