PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Algorithm,Common/Unique,Wells Analyzed,Wells Removed,Sumrank,DIST,Low/High,Expectation,Daily Filter replicate 1,Daily Filter replicate 2,Daily Filter replicate 3,Daily Filter replicate 4,Daily Filter replicate 5,Daily Filter replicate 6,Reference Wells replicate 1,Reference Wells replicate 2,Reference Wells replicate 3,Reference Wells replicate 4,Reference Wells replicate 5,Reference Wells replicate 6,Valid Objects replicate 1,Valid Objects replicate 2,Valid Objects replicate 3,Valid Objects replicate 4,Valid Objects replicate 5,Valid Objects replicate 6,Predicted Target Gene
RESULT_TYPE,,,,,,,,STRING,STRING,INTEGER,INTEGER,INTEGER,INTEGER,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,PUBCHEM_NCBI_GENE_ID
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
12683,104197899,,,Inactive,,,DRSC18107,,,,,,,,,2.31,3.06,,,,,8.12,7.51,,,,,6419,6309,,,,,31446
12684,104197900,,,Inactive,,,DRSC18108,,,,,,,,,5.87,7.44,,,,,21.13,24.21,,,,,6695,6840,,,,,44861
12685,104197901,,,Inactive,,,DRSC18109,DF,Common,357,11,694,21,High,0.0588235,29.77,16.31,,,,,52.8,27.06,,,,,6618,6811,,,,,31990
12686,104197902,,,Inactive,,,DRSC18110,,,,,,,,,5.75,12.61,,,,,27.06,51.6,,,,,6396,6766,,,,,31763
12687,104197903,,,Inactive,,,DRSC18111,,,,,,,,,7.64,2.58,8.4,3.76,,,15.24,3.43,3.42,37.52,,,6190,6398,5736,5562,,,31766
12688,104197904,,,Inactive,,,DRSC18112,,,,,,,,,8.23,4.32,,,,,17.42,6.4,,,,,6175,6406,,,,,31666
12689,104197905,,,Inactive,,,DRSC18113,,,,,,,,,3.18,2.84,,,,,5.58,6.11,,,,,6386,6866,,,,,31520
12690,104197906,,,Inactive,,,DRSC18114,,,,,,,,,3.57,2.81,,,,,12.68,11.75,,,,,6531,6800,,,,,31463
12691,104197907,,,Inactive,,,DRSC18115,,,,,,,,,1.45,1.2,,,,,5.67,2.94,,,,,6542,6596,,,,,31460
12692,104197908,,,Inactive,,,DRSC18116,DF,Unique,331,37,657,6,High,0.0181269,32.58,37.39,,,,,89.26,91.45,,,,,2646,2755,,,,,31662
12693,104197909,,,Inactive,,,DRSC18117,,,,,,,,,1.67,3.75,,,,,23.74,51.12,,,,,6754,6689,,,,,31315
12694,104197910,,,Inactive,,,DRSC18118,,,,,,,,,1.23,9.67,,,,,13.43,67.02,,,,,6611,5355,,,,,31313
12695,104197912,,,Inactive,,,DRSC18120,,,,,,,,,1.58,6.81,,,,,8.08,49.73,,,,,6756,5716,,,,,31344
12696,104197913,,,Inactive,,,DRSC18121,,,,,,,,,1.39,1.29,,,,,3.71,1.73,,,,,6614,6067,,,,,31881
12697,104197914,,,Inactive,,,DRSC18122,,,,,,,,,3.09,9.5,,,,,14.14,47.86,,,,,6146,5966,,,,,31887
12698,104197915,,,Inactive,,,DRSC18123,,,,,,,,,8.85,3.95,,,,,16.11,6.07,,,,,5232,6602,,,,,31976
12699,104197916,,,Inactive,,,DRSC18124,,,,,,,,,1.28,0.63,,,,,9.38,12.98,,,,,6425,6842,,,,,31696
12700,104197917,,,Inactive,,,DRSC18125,,,,,,,,,2.08,3.57,,,,,6.13,10,,,,,5966,6692,,,,,
12701,104197918,,,Inactive,,,DRSC18126,,,,,,,,,21.39,9.5,,,,,83.64,52.08,,,,,4994,2525,,,,,31879
12702,104197919,,,Inactive,,,DRSC18127,,,,,,,,,5.37,8.42,,,,,31.52,38.03,,,,,6182,6742,,,,,31877
12703,104197920,,,Inactive,,,DRSC18128,,,,,,,,,28.22,21.47,,,,,97.61,80.9,,,,,5401,3270,,,,,31880
12704,104197921,,,Inactive,,,DRSC18129,,,,,,,,,12.4,15.05,,,,,93.45,97.35,,,,,3516,6306,,,,,31384
12705,104197922,,,Inactive,,,DRSC18130,,,,,,,,,1.55,1.65,,,,,7.88,5.24,,,,,6579,6612,,,,,31592
12706,104197923,,,Inactive,,,DRSC18131,,,,,,,,,1.89,1.81,,,,,4.86,3.16,,,,,6769,6756,,,,,31873
12707,104197924,,,Inactive,,,DRSC18132,,,,,,,,,0.57,1.6,,,,,2.56,5.3,,,,,6671,6766,,,,,7354434
12708,104197925,,,Inactive,,,DRSC18133,,,,,,,,,3.69,2.45,,,,,13.81,7.82,,,,,6610,6413,,,,,8674066
12709,104197926,,,Inactive,,,DRSC18134,DF,Common,331,37,11,10,Low,0.0302115,0.7,0.58,,,,,1.65,2.25,,,,,6416,6674,,,,,31472
12710,104197928,,,Inactive,,,DRSC18136,,,,,,,,,5.85,1.64,,,,,64.76,39.44,,,,,6271,5810,,,,,50373
12711,104197929,,,Inactive,,,DRSC18137,,,,,,,,,1.14,0.66,,,,,15.16,5.46,,,,,6250,6350,,,,,50374
12712,104197931,,,Inactive,,,DRSC18139,,,,,,,,,3.73,0.79,,,,,9.12,0.83,,,,,6093,6608,,,,,31810
12713,104197932,,,Inactive,,,DRSC18140,,,,,,,,,7.09,4.75,,,,,12.75,7.54,,,,,5854,6467,,,,,31812
12714,104197933,,,Inactive,,,DRSC18141,,,,,,,,,3.81,2.89,,,,,8.91,4.55,,,,,6685,6748,,,,,31927
12715,104197934,,,Inactive,,,DRSC18142,,,,,,,,,2.32,1.79,,,,,22.3,15.96,,,,,6034,5862,,,,,31288
12716,104197935,,,Inactive,,,DRSC18143,,,,,,,,,2.38,1.66,,,,,8.52,4.6,,,,,6652,6368,,,,,31739
12717,104197936,,,Inactive,,,DRSC18144,,,,,,,,,11.21,5.45,,,,,87.15,75.65,,,,,3326,7272,,,,,
12718,104197937,,,Inactive,,,DRSC18145,,,,,,,,,0.2,5.69,,,,,47.68,45.22,,,,,492,4220,,,,,31280
12719,104197938,,,Inactive,,,DRSC18146,,,,,,,,,2.7,7.43,,,,,10.99,46.74,,,,,6344,6567,,,,,31668
12720,104197939,,,Inactive,,,DRSC18147,,,,,,,,,4.1,17.08,,,,,31.87,93.92,,,,,4737,4568,,,,,8673968
12721,104197940,,,Inactive,,,DRSC18148,,,,,,,,,5.12,3.49,,,,,21.93,12.02,,,,,6305,6506,,,,,32000
12722,104197941,,,Inactive,,,DRSC18149,,,,,,,,,1.54,2.1,,,,,6.62,7.14,,,,,6540,6856,,,,,31745
12723,104197942,,,Inactive,,,DRSC18150,,,,,,,,,8.91,6.68,,,,,75.99,60.54,,,,,1942,6808,,,,,30991
12724,104197943,,,Inactive,,,DRSC18151,,,,,,,,,6.06,1.47,,,,,61.86,14.28,,,,,5367,6888,,,,,8674032
12725,104197945,,,Inactive,,,DRSC18153,,,,,,,,,17.27,7.72,,,,,81.27,29.92,,,,,5177,4610,,,,,31720
12726,104197946,,,Inactive,,,DRSC18154,,,,,,,,,0.84,1.91,,,,,3.17,6.74,,,,,6577,6647,,,,,31511
12727,104197947,,,Inactive,,,DRSC18155,,,,,,,,,0.66,3.54,,,,,3.77,29.27,,,,,6232,5825,,,,,59253
12728,104197948,,,Inactive,,,DRSC18156,,,,,,,,,9.25,14.99,,,,,33.14,57.64,,,,,2399,1494,,,,,31997
12729,104197949,,,Inactive,,,DRSC18157,,,,,,,,,4.65,3.85,,,,,18.93,13.77,,,,,6403,6721,,,,,31899
12730,104197950,,,Inactive,,,DRSC18158,,,,,,,,,4.35,4.46,,,,,27.14,17.97,,,,,6317,5579,,,,,31997
12731,104197951,,,Inactive,,,DRSC18159,,,,,,,,,4.96,9.05,,,,,23.29,40.85,,,,,5682,4754,,,,,31697
12732,104197952,,,Inactive,,,DRSC18160,,,,,,,,,0.87,4.35,,,,,10.12,49.62,,,,,6555,6464,,,,,"31336,8674110"
12733,104197953,,,Inactive,,,DRSC18161,,,,,,,,,5.97,1.86,,,,,90.18,18.58,,,,,6617,6789,,,,,"31336,8674110"
12734,104197954,,,Inactive,,,DRSC18162,,,,,,,,,3.52,9.37,,,,,14.21,37.71,,,,,4293,3608,,,,,31957
12735,104197955,,,Inactive,,,DRSC18163,,,,,,,,,10.27,15.92,,,,,33.8,50.73,,,,,6293,6214,,,,,31957
12736,104197956,,,Inactive,,,DRSC18164,,,,,,,,,1,2.84,,,,,8.58,28.1,,,,,6380,4901,,,,,31052
12737,104197957,,,Inactive,,,DRSC18165,,,,,,,,,5.59,12.85,,,,,37.53,69.92,,,,,4397,5119,,,,,53546
12738,104197958,,,Inactive,,,DRSC18166,,,,,,,,,3.17,1.12,,,,,37.76,8.47,,,,,6365,6680,,,,,44620
12739,104197959,,,Inactive,,,DRSC18167,,,,,,,,,7.33,0.57,,,,,51.61,6.89,,,,,4377,6505,,,,,31050
12740,104197960,,,Inactive,,,DRSC18168,,,,,,,,,1.55,3.83,,,,,7.04,25.78,,,,,6395,6244,,,,,59184
12741,104197961,,,Inactive,,,DRSC18169,,,,,,,,,0.93,5.95,,,,,9.33,46.79,,,,,6216,5579,,,,,
12742,104197962,,,Inactive,,,DRSC18170,,,,,,,,,3.21,12.87,,,,,20.76,84.79,,,,,6004,5531,,,,,31047
12743,104197963,,,Inactive,,,DRSC18171,,,,,,,,,8.8,2.16,,,,,58.78,14.27,,,,,4650,6195,,,,,31046
12744,104197964,,,Inactive,,,DRSC18172,,,,,,,,,1.96,0.64,,,,,21.98,6.26,,,,,5497,6221,,,,,31045
12745,104197965,,,Inactive,,,DRSC18173,,,,,,,,,0.93,4.1,,,,,8.64,37.1,,,,,5929,5661,,,,,31045
12746,104197966,,,Inactive,,,DRSC18174,,,,,,,,,14.35,3.37,,,,,98.42,31.51,,,,,4412,5787,,,,,31043
12747,104197967,,,Inactive,,,DRSC18175,,,,,,,,,,8.18,,,,,21.19,90.71,,,,,288,6196,,,,,31038
12748,104197968,,,Inactive,,,DRSC18176,,,,,,,,,9.13,9.06,,,,,69.6,60.12,,,,,3306,5208,,,,,31037
12749,104197969,,,Inactive,,,DRSC18177,,,,,,,,,,1.31,,,,,51.72,49.56,,,,,363,761,,,,,318224
12750,104197970,,,Inactive,,,DRSC18178,,,,,,,,,4.36,10.48,,,,,40.58,68.73,,,,,2319,5107,,,,,31042
12751,104197971,,,Inactive,,,DRSC18179,,,,,,,,,1.78,12.32,,,,,56.7,79.13,,,,,1069,5209,,,,,
12752,104197972,,,Inactive,,,DRSC18180,,,,,,,,,7.37,4.08,,,,,60.62,32.01,,,,,5862,5418,,,,,31044
12753,104197973,,,Inactive,,,DRSC18181,,,,,,,,,16.14,0.69,,,,,94.01,5.14,,,,,4338,6365,,,,,31056
12754,104197974,,,Inactive,,,DRSC18182,,,,,,,,,8.96,6.35,,,,,65.15,50.66,,,,,6562,1448,,,,,
12755,104197975,,,Inactive,,,DRSC18183,,,,,,,,,13.25,13.39,,,,,88.44,87.67,,,,,5938,3129,,,,,31107
12756,104197976,,,Inactive,,,DRSC18184,,,,,,,,,1.04,4.89,,,,,30.02,84.39,,,,,865,839,,,,,31208
12757,104197977,,,Inactive,,,DRSC18185,,,,,,,,,1.25,12.91,,,,,7.09,83.92,,,,,5286,4833,,,,,31208
12758,104197978,,,Inactive,,,DRSC18186,,,,,,,,,6.39,1.34,,,,,57.21,15.55,,,,,2034,6643,,,,,31204
12759,104197979,,,Inactive,,,DRSC18187,,,,,,,,,10.71,1.88,,,,,98.6,23.68,,,,,6137,6585,,,,,31204
12760,104197980,,,Inactive,,,DRSC18188,,,,,,,,,4.86,2.45,,,,,82.24,21.32,,,,,6332,6738,,,,,31204
12761,104197981,,,Inactive,,,DRSC18189,,,,,,,,,7.6,2.41,,,,,94.02,18.63,,,,,6656,6311,,,,,31204
12762,104197982,,,Inactive,,,DRSC18190,,,,,,,,,1.29,4.85,,,,,14.52,46.93,,,,,6507,6099,,,,,31204
12763,104197983,,,Inactive,,,DRSC18191,,,,,,,,,4.55,1.43,,,,,10,1.93,,,,,6461,6424,,,,,31817
12764,104197984,,,Inactive,,,DRSC18192,,,,,,,,,2.43,5.15,,,,,22.24,52.86,,,,,6667,815,,,,,31203
12765,104197985,,,Inactive,,,DRSC18193,DF,Common,264,104,16,15,Low,0.0568182,0.47,0.59,,,,,3.62,4.33,,,,,6425,6415,,,,,31179
12766,104197986,,,Inactive,,,DRSC18194,,,,,,,,,,8.74,,,,,42.55,80.05,,,,,397,5376,,,,,31280
12767,104197987,,,Inactive,,,DRSC18195,,,,,,,,,3.48,3.98,,,,,5.27,3.93,,,,,6618,6556,,,,,31928
12768,104197988,,,Inactive,,,DRSC18196,,,,,,,,,,1.65,,,,,32.03,24.52,,,,,701,790,,,,,31661
12769,104197989,,,Inactive,,,DRSC18197,,,,,,,,,5.31,3.03,,,,,16.32,11.29,,,,,6028,6539,,,,,31925
12770,104197990,,,Inactive,,,DRSC18198,,,,,,,,,11.83,6.08,,,,,36.58,18.08,,,,,5442,5392,,,,,31811
12771,104197991,,,Inactive,,,DRSC18199,,,,,,,,,1.8,4,,,,,3.04,6.99,,,,,6558,6708,,,,,31671
12772,104197992,,,Inactive,,,DRSC18200,,,,,,,,,1.83,11.14,,,,,7.9,29.46,,,,,6657,5943,,,,,31809
12773,104197993,,,Inactive,,,DRSC18201,,,,,,,,,11.12,33.66,,,,,26.92,49.65,,,,,7120,3084,,,,,31917
12774,104197994,,,Inactive,,,DRSC18202,,,,,,,,,8.37,6.28,,,,,18.84,10.68,,,,,6476,6511,,,,,31797
12775,104197995,,,Inactive,,,DRSC18203,,,,,,,,,5.73,2.87,,,,,24.05,7.46,,,,,6771,6715,,,,,31663
12776,104197996,,,Inactive,,,DRSC18204,,,,,,,,,1.3,6.52,,,,,6.16,21.97,,,,,6292,6563,,,,,31667
12777,104197997,,,Inactive,,,DRSC18205,,,,,,,,,2.26,2.37,,,,,8.19,9.36,,,,,6516,6506,,,,,31995
12778,104197998,,,Inactive,,,DRSC18206,,,,,,,,,11.14,5.05,,,,,22.63,7.77,,,,,6418,6593,,,,,31735
12779,104197999,,,Inactive,,,DRSC18207,,,,,,,,,1.47,3.33,,,,,5.98,9.67,,,,,6584,6487,,,,,31737
12780,104198000,,,Active,2,,DRSC18208,DF,Common,322,46,11,10,Low,0.0310559,0.51,0.77,,,,,1.48,3.25,,,,,6255,6084,,,,,31989
12781,104198001,,,Inactive,,,DRSC18209,,,,,,,,,2.55,2.51,,,,,5.03,4.18,,,,,6341,6742,,,,,31741
12782,104198002,,,Inactive,,,DRSC18210,,,,,,,,,3.66,6.44,,,,,10.73,27.08,,,,,6003,6212,,,,,31980
12783,104198003,,,Inactive,,,DRSC18211,,,,,,,,,3.31,1.98,,,,,7.15,3.31,,,,,6202,6271,,,,,31759
12784,104198004,,,Inactive,,,DRSC18212,,,,,,,,,23.43,19.29,,,,,87.43,83.13,,,,,5812,5652,,,,,
12785,104198005,,,Inactive,,,DRSC18213,DF,Common,331,37,652,11,High,0.0332326,38.27,25.71,,,,,99.51,85.81,,,,,5573,3151,,,,,31712
12786,104198006,,,Inactive,,,DRSC18214,,,,,,,,,2.21,1.44,,,,,7.49,5.23,,,,,3945,6373,,,,,31712
12787,104198007,,,Inactive,,,DRSC18215,,,,,,,,,6,1.32,,,,,11.51,2.44,,,,,6648,6870,,,,,31964
12788,104198008,,,Inactive,,,DRSC18216,,,,,,,,,26.75,22.46,,,,,92.87,84.62,,,,,2531,3014,,,,,31967
12789,104198009,,,Inactive,,,DRSC18217,,,,,,,,,10.47,5.14,,,,,29.78,9.75,,,,,6829,6868,,,,,31721
12790,104198010,,,Inactive,,,DRSC18218,,,,,,,,,1.81,1.58,,,,,5.91,5.02,,,,,5691,5522,,,,,31724
12791,104198011,,,Inactive,,,DRSC18219,,,,,,,,,2.24,3.44,,,,,7.81,10.07,,,,,6459,6288,,,,,31726
12792,104198012,,,Inactive,,,DRSC18220,,,,,,,,,1.54,1.23,,,,,5.2,4.91,,,,,6296,6566,,,,,31727
12793,104198013,,,Inactive,,,DRSC18221,,,,,,,,,5.25,4.49,,,,,12.47,7.14,,,,,6209,6106,,,,,31728
12794,104198014,,,Inactive,,,DRSC18222,,,,,,,,,18.94,7.82,,,,,40.79,12.65,,,,,6436,6628,,,,,31729
12795,104198015,,,Inactive,,,DRSC18223,,,,,,,,,21.54,12.47,,,,,35.41,20.25,,,,,4689,5982,,,,,31732
12796,104198016,,,Inactive,,,DRSC18224,,,,,,,,,8.1,3.22,,,,,19.28,4.7,,,,,5688,5805,,,,,31740
12797,104198017,,,Inactive,,,DRSC18225,,,,,,,,,3.52,1.63,,,,,7.8,2.73,,,,,6251,6191,,,,,44111
12798,104198018,,,Inactive,,,DRSC18226,,,,,,,,,3.42,4.35,,,,,14.2,14.37,,,,,6934,6916,,,,,31751
12799,104198019,,,Inactive,,,DRSC18227,,,,,,,,,6.23,18.67,,,,,40.23,87.57,,,,,6343,6233,,,,,31877
12800,104198020,,,Inactive,,,DRSC18228,,,,,,,,,1.5,2.5,,,,,49.54,14.61,,,,,466,6526,,,,,31252
12801,104198021,,,Inactive,,,DRSC18229,,,,,,,,,3.8,4,,,,,27.35,7.94,,,,,5654,5627,,,,,31414
12802,104198022,,,Inactive,,,DRSC18230,,,,,,,,,8.62,9.58,,,,,4.12,99.88,,,,,6463,6861,,,,,31411
12803,104198023,,,Inactive,,,DRSC18231,,,,,,,,,12.02,4.2,,,,,21.81,7.79,,,,,6105,6359,,,,,31326
12804,104198024,,,Inactive,,,DRSC18232,,,,,,,,,8.51,8.67,,,,,51.17,40.21,,,,,5679,5884,,,,,31970
12805,104198025,,,Inactive,,,DRSC18233,,,,,,,,,18.26,5.62,,,,,81.38,26.46,,,,,3516,997,,,,,31970
12806,104198026,,,Inactive,,,DRSC18234,,,,,,,,,3.01,8.92,,,,,1.21,86.37,,,,,6785,6649,,,,,31971
12807,104198027,,,Inactive,,,DRSC18235,,,,,,,,,4,8.28,,,,,22.54,33.22,,,,,5946,6126,,,,,31978
12808,104198028,,,Inactive,,,DRSC18236,,,,,,,,,4.85,4.08,,,,,27.7,18.33,,,,,3777,5584,,,,,31977
12809,104198029,,,Inactive,,,DRSC18237,,,,,,,,,1.47,7.15,,,,,8.6,20.25,,,,,6197,5717,,,,,31980
12810,104198030,,,Inactive,,,DRSC18238,,,,,,,,,3,24.42,,,,,17.24,95.09,,,,,1767,6191,,,,,31966
12811,104198031,,,Inactive,,,DRSC18239,,,,,,,,,1.61,0.47,,,,,12.78,3.29,,,,,6197,6016,,,,,31338
12812,104198032,,,Inactive,,,DRSC18240,,,,,,,,,2.94,0.39,,,,,1.16,6.25,,,,,6729,6995,,,,,31961
12813,104198033,,,Inactive,,,DRSC18241,,,,,,,,,10.65,3.5,,,,,46.11,16.09,,,,,6374,5822,,,,,31958
12814,104198034,,,Inactive,,,DRSC18242,,,,,,,,,1.11,3.04,,,,,1.94,6.58,,,,,6286,6537,,,,,31342
12815,104198035,,,Inactive,,,DRSC18243,,,,,,,,,39.5,13.77,,,,,65.87,25.65,,,,,5213,5782,,,,,31347
12816,104198036,,,Inactive,,,DRSC18244,,,,,,,,,1.52,2.41,,,,,12,18.47,,,,,6757,6735,,,,,"318210,318207,31348"
12817,104198037,,,Inactive,,,DRSC18245,,,,,,,,,1.53,2.4,,,,,1.44,4.8,,,,,6134,6595,,,,,"318211,31335"
12818,104198038,,,Inactive,,,DRSC18246,,,,,,,,,15.56,20.41,,,,,98.44,69.34,,,,,6535,3381,,,,,31954
12819,104198039,,,Inactive,,,DRSC18247,,,,,,,,,23.9,6.5,,,,,37.93,11.31,,,,,3105,6783,,,,,31952
12820,104198040,,,Inactive,,,DRSC18248,,,,,,,,,21.05,17.63,,,,,86.17,78.23,,,,,3957,4085,,,,,31950
12821,104198041,,,Inactive,,,DRSC18249,,,,,,,,,15.43,12.11,,,,,72.92,52.96,,,,,3007,3748,,,,,31942
12822,104198042,,,Inactive,,,DRSC18250,,,,,,,,,5.66,4.75,,,,,10.99,7.57,,,,,6294,6216,,,,,31943
12823,104198043,,,Inactive,,,DRSC18251,,,,,,,,,7.93,2.28,,,,,39.11,11.56,,,,,4424,1097,,,,,31944
12824,104198044,,,Inactive,,,DRSC18252,,,,,,,,,3.97,9.35,,,,,7.13,18.88,,,,,6706,6602,,,,,31374
12825,104198045,,,Inactive,,,DRSC18253,,,,,,,,,1.51,1.89,,,,,4.91,5.76,,,,,6352,6821,,,,,31935
12826,104198046,,,Inactive,,,DRSC18254,,,,,,,,,2.38,1.97,,,,,5.49,2.55,,,,,6811,6802,,,,,31934
12827,104198047,,,Inactive,,,DRSC18255,,,,,,,,,3.39,7.39,,,,,8.24,11.17,,,,,6988,6669,,,,,326234
12828,104198048,,,Inactive,,,DRSC18256,,,,,,,,,3.11,3.54,,,,,8.06,6.9,,,,,6941,6972,,,,,326235
12829,104198049,,,Inactive,,,DRSC18257,,,,,,,,,3.04,2.23,,,,,11.78,9.58,,,,,6587,6773,,,,,31899
12830,104198050,,,Inactive,,,DRSC18258,,,,,,,,,2.27,17.41,,,,,5.39,22.76,,,,,5691,5663,,,,,31897
12831,104198051,,,Inactive,,,DRSC18259,,,,,,,,,5.11,5.52,,,,,12.7,21.49,,,,,6010,6231,,,,,45875
12832,104198052,,,Inactive,,,DRSC18260,,,,,,,,,2.74,2,,,,,6.63,3.18,,,,,6428,6494,,,,,31902
12833,104198053,,,Inactive,,,DRSC18261,,,,,,,,,4.92,1.74,,,,,19.21,5.97,,,,,6339,6481,,,,,31905
12834,104198054,,,Inactive,,,DRSC18262,,,,,,,,,1.39,3.48,,,,,3.76,6.48,,,,,6613,6806,,,,,31903
12835,104198055,,,Inactive,,,DRSC18263,,,,,,,,,2.05,0.75,,,,,4.62,4.37,,,,,5609,805,,,,,31402
12836,104198056,,,Inactive,,,DRSC18264,,,,,,,,,3.41,7.09,,,,,10.56,33.88,,,,,5980,6459,,,,,31524
12837,104198057,,,Inactive,,,DRSC18265,DF,Unique,331,37,18,17,Low,0.0513595,0.58,0.98,,,,,3.56,3.13,,,,,6895,6830,,,,,31519
12838,104198058,,,Inactive,,,DRSC18266,,,,,,,,,9.22,25.73,,,,,56.16,94.57,,,,,1388,5312,,,,,31648
12839,104198059,,,Inactive,,,DRSC18267,,,,,,,,,1.48,17.56,,,,,2.4,32.05,,,,,6071,4238,,,,,31517
12840,104198060,,,Inactive,,,DRSC18268,,,,,,,,,5.26,14.83,,,,,7.89,20.01,,,,,6485,3838,,,,,
12841,104198061,,,Inactive,,,DRSC18269,,,,,,,,,2,1.18,,,,,6.29,2.63,,,,,6797,6791,,,,,31638
12842,104198062,,,Inactive,,,DRSC18270,,,,,,,,,7.68,7.29,,,,,33.04,26.23,,,,,6273,6462,,,,,31630
12843,104198063,,,Inactive,,,DRSC18271,,,,,,,,,16.2,2.21,,,,,22.42,4.27,,,,,5822,6202,,,,,31212
12844,104198065,,,Inactive,,,DRSC18273,,,,,,,,,6.07,2.43,,,,,64.56,42.02,,,,,5918,6960,,,,,
12845,104198066,,,Inactive,,,DRSC18274,,,,,,,,,3.75,4.65,,,,,32.58,45.47,,,,,6480,6565,,,,,31210
12846,104198067,,,Inactive,,,DRSC18275,,,,,,,,,4.1,8.15,,,,,17.17,30.97,,,,,6345,5889,,,,,31503
12847,104198068,,,Inactive,,,DRSC18276,,,,,,,,,20.19,22.53,,,,,20.47,55.37,,,,,634,2508,,,,,31905
12848,104198069,,,Inactive,,,DRSC18277,,,,,,,,,4.08,2.77,,,,,15.8,10.3,,,,,6200,6207,,,,,31907
12849,104198070,,,Inactive,,,DRSC18278,,,,,,,,,2.65,3.89,,,,,7.72,13.77,,,,,5764,5960,,,,,31907
12850,104198071,,,Inactive,,,DRSC18279,,,,,,,,,1.64,3.61,,,,,3.88,5.98,,,,,6385,6812,,,,,31909
12851,104198072,,,Inactive,,,DRSC18280,,,,,,,,,8.61,10.01,,,,,13.29,17.63,,,,,581,6251,,,,,31506
12852,104198073,,,Inactive,,,DRSC18281,,,,,,,,,10.14,10.8,,,,,22.68,19.64,,,,,5011,5483,,,,,31496
12853,104198074,,,Inactive,,,DRSC18282,,,,,,,,,7.98,5.42,,,,,51.21,16.42,,,,,6595,6846,,,,,31493
12854,104198075,,,Inactive,,,DRSC18283,,,,,,,,,2.84,1.69,,,,,9.33,8.5,,,,,6714,6706,,,,,31617
12855,104198076,,,Inactive,,,DRSC18284,,,,,,,,,5.73,14.73,,,,,20.96,57.31,,,,,6452,6572,,,,,31493
12856,104198077,,,Inactive,,,DRSC18285,,,,,,,,,1.42,2.18,,,,,5.17,6.63,,,,,6711,6878,,,,,31491
12857,104198078,,,Inactive,,,DRSC18286,,,,,,,,,1.42,21.25,,,,,2.2,41.19,,,,,6284,6179,,,,,31487
12858,104198079,,,Inactive,,,DRSC18287,,,,,,,,,3.82,3.99,,,,,11.13,8.55,,,,,864,6614,,,,,31612
12859,104198080,,,Inactive,,,DRSC18288,,,,,,,,,2.42,10.79,,,,,6.76,22.61,,,,,6613,6653,,,,,"30990,8673968,318226"
12860,104198081,,,Inactive,,,DRSC18289,,,,,,,,,17.62,5.78,,,,,27.76,10.64,,,,,2366,6873,,,,,31608
12861,104198082,,,Inactive,,,DRSC18290,,,,,,,,,7.95,7.85,,,,,34.21,42.83,,,,,6198,6430,,,,,31480
12862,104198083,,,Inactive,,,DRSC18291,,,,,,,,,2.34,2.38,,,,,8.9,6.44,,,,,6419,6588,,,,,31604
12863,104198084,,,Inactive,,,DRSC18292,,,,,,,,,4.02,4.01,,,,,12.59,14.47,,,,,6286,6661,,,,,31602
12864,104198085,,,Inactive,,,DRSC18293,,,,,,,,,2.24,3.29,,,,,4.29,5.75,,,,,2189,2098,,,,,31613
12865,104198086,,,Inactive,,,DRSC18294,,,,,,,,,5.09,3.22,,,,,8.91,7.61,,,,,5875,6903,,,,,31473
12866,104198087,,,Inactive,,,DRSC18295,,,,,,,,,5.85,6.87,,,,,20.46,24.62,,,,,6569,6450,,,,,31600
12867,104198088,,,Inactive,,,DRSC18296,,,,,,,,,5.73,0.34,,,,,14.31,20.39,,,,,6689,293,,,,,31597
12868,104198089,,,Inactive,,,DRSC18297,,,,,,,,,12.5,1.61,,,,,24.46,2.97,,,,,5600,6396,,,,,31464
12869,104198090,,,Inactive,,,DRSC18298,,,,,,,,,21.99,17.61,,,,,11.31,99.58,,,,,5767,3151,,,,,318198
12870,104198091,,,Inactive,,,DRSC18299,,,,,,,,,1.24,4.48,,,,,2.19,9.35,,,,,6445,6467,,,,,31459
12871,104198092,,,Inactive,,,DRSC18300,,,,,,,,,2.13,2.94,,,,,6.89,8.14,,,,,6136,6251,,,,,31457
12872,104198093,,,Inactive,,,DRSC18301,,,,,,,,,1.61,4.54,,,,,5.98,18.44,,,,,6588,6538,,,,,31450
12873,104198094,,,Inactive,,,DRSC18302,,,,,,,,,9.33,7.77,,,,,6.11,71.8,,,,,6749,5922,,,,,
12874,104198095,,,Inactive,,,DRSC18303,,,,,,,,,2.55,3.57,,,,,10.17,14.92,,,,,6430,6504,,,,,31439
12875,104198096,,,Inactive,,,DRSC18304,,,,,,,,,2,1.27,,,,,4.23,2.55,,,,,5841,6510,,,,,31586
