PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Calu_1_Mean,Calu_1[1],Calu_1[2],Calu_1[3]
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Averaged Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration,Measured Percent PLD1 Activity at set concentration
RESULT_UNIT,,,,,,,,PERCENT,PERCENT,PERCENT,PERCENT
130,126496654,53470051,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Inactive,0,,E6Q_lib_23,113.421,110.943,110.787,118.532
131,126496655,53470052,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Inactive,0,,E6P_lib_23,102.059,83.668,116.687,105.822
132,126496656,53470054,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C(=O)C4C[C@@H]4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,0,,E87_lib_23,86.0187,80.8903,97.9882,79.1777
133,126496657,53470056,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)C(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Inactive,0,,E8J_lib_23,77.324,72.6812,68.5999,90.6909
134,126496658,53470058,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)C(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Inactive,0,,E8H_lib_23,79.2243,65.4758,79.0622,93.1349
135,126496659,53470060,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)C(=O)C4C[C@@H]4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,0,,E85_lib_23,89.821,94.3296,91.8406,83.2929
136,126496660,53470062,CN1CCC2(C1=O)CCN(CC2)CCNC(=O)C3=CC4=CC=CC=C4C=C3.C(=O)(C(F)(F)F)O,Inactive,0,,AXP_lib_21,119.863,117.506,113.804,128.28
137,126496661,53470064,CS(=O)(=O)N1CC2(CCN(CC2)CCNC(=O)C3=CC4=CC=CC=C4C=C3)C5=CC=CC=C51.C(=O)(C(F)(F)F)O,Inactive,0,,AYV_lib_21,136.363,116.605,159.823,132.66
138,126496662,53470066,C1CN(CCC12C=CC3=CC=CC=C23)CCNC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Inactive,0,,FJ7_lib_21,127.286,122.645,139.975,119.237
139,126496663,53470068,C1CC2(CCN(CC2)CCNC(=O)C3=CC4=CC=CC=C4C=C3)C5=CC=CC=C51.C(=O)(C(F)(F)F)O,Inactive,0,,FJD_lib_21,123.961,127.694,116.89,127.298
140,126496664,53470070,C[C@@H](CN1CCC2(CCN(C2=O)C)CC1)NC(=O)C3=CC4=CC=CC=C4C=C3.C(=O)(C(F)(F)F)O,Inactive,0,,FJ1_lib_21,122.227,119.427,117.779,129.475
141,126496665,53470072,C[C@@H](CN1CCC2(CC1)CN(C3=CC=CC=C23)S(=O)(=O)C)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Inactive,0,,FJ8_lib_21,119.27,112.79,122.366,122.654
142,126496666,53470074,C[C@@H](CN1CCC2(CC1)C=CC3=CC=CC=C23)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Inactive,0,,FL9_lib_21,101.51,91.0803,107.93,105.519
143,126496667,53470076,C[C@@H](CN1CCC2(CCC3=CC=CC=C32)CC1)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Inactive,0,,FHP_lib_21,91.4252,102.534,85.4367,86.3051
144,126496668,53470078,CS(=O)(=O)N1CC2(CCN(CC2)CCNC(=O)C3=CC4=CC=CC=C4N=C3)C5=CC=CC=C51.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,FKL_lib_21,99.4044,85.3168,89.1524,123.744
145,126496669,53470080,C1CN(CCC12C=CC3=CC=CC=C23)CCNC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,FLQ_lib_21,125.979,123.317,127.235,127.386
146,126496670,53470082,C1CC2(CCN(CC2)CCNC(=O)C3=CC4=CC=CC=C4N=C3)C5=CC=CC=C51.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,FLJ_lib_21,113.264,112.085,117.975,109.733
147,126496671,53470084,C[C@@H](CN1CCC2(CCN(C2=O)C)CC1)NC(=O)C3=CC4=CC=CC=C4N=C3.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,FJ2_lib_21,127.304,124.457,128.137,129.32
148,126496672,53470086,C[C@@H](CN1CCC2(CC1)CN(C3=CC=CC=C23)S(=O)(=O)C)NC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,FHT_lib_21,118.129,125.545,111.561,117.281
149,126496673,53470088,C[C@@H](CN1CCC2(CC1)C=CC3=CC=CC=C23)NC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,FHQ_lib_21,136.917,146.18,136.397,128.173
150,126496674,53470090,C[C@@H](CN1CCC2(CCC3=CC=CC=C32)CC1)NC(=O)C4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,E1H_lib_21,129.046,119.414,130.042,137.681
151,126496675,53470092,CN1CCC2(C1=O)CCN(CC2)CCNC(=O)[C@H]3C[C@@H]3C4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive,0,,E1U_lib_21,107.26,89.1251,119.518,113.137
152,126496676,53470094,C1CN(CCC12C=CC3=CC=CC=C23)CCNC(=O)[C@H]4C[C@@H]4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,0,,E1G_lib_21,106.872,83.8247,128.428,108.363
153,126496677,53470096,C1CC2(CCN(CC2)CCNC(=O)[C@H]3C[C@@H]3C4=CC=CC=C4)C5=CC=CC=C51.C(=O)(C(F)(F)F)O,Inactive,0,,E17_lib_21,125.057,108.927,140.847,125.397
154,126496679,53470099,C[C@@H](CN1CCC2(CC1)CN(C3=CC=CC=C23)S(=O)(=O)C)NC(=O)[C@H]4C[C@@H]4C5=CC=CC=C5,Inactive,0,,E16_lib_21,147.632,151.086,149.328,142.482
155,126496680,53470100,C[C@@H](CN1CCC2(CC1)C=CC3=CC=CC=C23)NC(=O)[C@H]4C[C@@H]4C5=CC=CC=C5,Inactive,0,,E1T_lib_21,125.851,127.719,127.438,122.395
156,126496681,53470101,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCC(=O)NC4=CC5=CC=CC=C5N=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,EBJ_lib_21,122.537,111.791,121.188,134.632
157,126496682,53470103,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCC(=O)NC4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Inactive,0,,EBK_lib_21,122.344,109.799,129.025,128.208
158,126496683,53470105,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCC(=O)NC4=CC=C(C=C4)F.C(=O)(C(F)(F)F)O,Inactive,0,,EB9_lib_21,125.305,105.159,141.738,129.019
159,126496684,53470107,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCC(=O)NC4=CC(=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Inactive,0,,EAN_lib_21,125.335,129.96,123.558,122.487
160,126496685,53470109,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C[C@H](CC4=CC=CC=C4)NC(=O)C5=CC6=CC=CC=C6C=C5.C(=O)(C(F)(F)F)O,Inactive,0,,GHJ_lib_20,112.599,102.905,125.55,109.341
161,126496686,53470111,C1C[C@@H](N(C1)C(=O)C2=CC3=CC=CC=C3N=C2)CN4CCC5(CC4)C(=O)NCN5C6=CC=CC=C6.C(=O)(C(F)(F)F)O,Inactive,0,,GHU_lib_20,106.935,112.556,101.517,106.731
162,126496687,53470113,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=C(C=C(C=C4)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,FKQ_lib_20,106.55,101.441,109.72,108.488
163,126496688,53470115,COC1=C(C=CC(=C1)C(=O)NCCN2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4)N.C(=O)(C(F)(F)F)O,Inactive,0,,FK5_lib_20,103.159,95.9958,108.948,104.533
164,126496689,53470116,CC1=CC(=C(C=C1)C(=O)NCCN2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4)O.C(=O)(C(F)(F)F)O,Inactive,0,,FK1_lib_20,89.1049,70.7898,90.6302,105.895
165,126496690,53470118,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C#CC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive,0,,FKB_lib_20,87.0965,64.3826,95.5613,101.346
166,126496691,53470119,C1CC2=CC=CC=C2CC1C(=O)NCCN3CCC4(CC3)C(=O)NCN4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,0,,FKF_lib_20,102.831,98.3314,93.7493,116.414
167,126496692,44591931,C1CC2=CC=CC=C2CC1C(=O)NCCN3CCC4(CC3)C(=O)NCN4C5=CC=CC=C5,Inactive,0,,FLR_lib_20,104.115,93.2785,111.154,107.913
168,126496693,53470120,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=NC=CN4.C(=O)(C(F)(F)F)O,Inactive,0,,FKN_lib_20,62.9038,53.1317,70.6521,64.9276
169,126496694,53470122,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC(=C(O4)Br)Br.C(=O)(C(F)(F)F)O,Inactive,0,,FKD_lib_20,66.8933,66.7772,64.5771,69.3256
170,126496695,53470124,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=C(S4)N=CC=C5.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,,FJE_lib_20,51.0623,51.5067,51.6791,50.0011
171,126496696,53470126,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)CCC4=CC=C(C=C4)F.C(=O)(C(F)(F)F)O,Inactive,0,,FJQ_lib_20,69.5063,73.1549,61.8085,73.5554
172,126496697,53470128,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC(=O)C5=C(O4)C=CC(=C5)Br.C(=O)(C(F)(F)F)O,Inactive,0,,FJF_lib_20,109.716,105.03,114.758,109.359
173,126496698,53470130,CC1(C(C1(C)C)C(=O)NCCN2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4)C.C(=O)(C(F)(F)F)O,Inactive,0,,FK4_lib_20,103.58,94.5406,106.965,109.233
174,126496699,53470132,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=C(C=C4)C=C(C=C5)F.C(=O)(C(F)(F)F)O,Inactive,0,,FK2_lib_20,73.8696,60.2897,74.993,86.3261
175,126496700,53470134,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=CC=CC=C5S4.C(=O)(C(F)(F)F)O,Inactive,0,,FKC_lib_20,50.8429,49.1568,53.1598,50.2122
176,126496701,53470135,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C[C@H](CC4=CC=CC=C4)NC(=O)C5=CC(=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Inactive,0,,FKG_lib_20,90.1539,76.1483,78.4644,115.849
177,126496702,53470137,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C[C@H](CC4=CC=CC=C4)NC(=O)C5=CC(=C(C=C5)F)F.C(=O)(C(F)(F)F)O,Inactive,0,,FL2_lib_20,75.4794,65.9359,77.8758,82.6265
178,126496703,53470139,C1CC(N(C1)C(=O)C2=CC(=C(C=C2)F)F)CN3CCC(CC3)N4C5=CC=CC=C5NC4=O.C(=O)(C(F)(F)F)O,Inactive,0,,FKE_lib_20,85.3103,79.253,85.2086,91.4695
179,126496704,53470139,C1CC(N(C1)C(=O)C2=CC(=C(C=C2)F)F)CN3CCC(CC3)N4C5=CC=CC=C5NC4=O.C(=O)(C(F)(F)F)O,Inactive,0,,FJR_lib_20,91.1372,88.7554,88.2399,96.4162
180,126496705,53470141,C1C[C@@H](N(C1)C(=O)C2=CC(=C(C=C2)F)F)CN3CCC4(CC3)C(=O)NCN4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,0,,FKR_lib_20,93.7092,77.8264,98.9426,104.359
181,126496706,53470143,CCOC(=O)CCN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3.C(=O)(C(F)(F)F)O,Inactive,0,,FK3_lib_20,83.1965,76.0313,91.0362,82.5219
182,126496707,53470145,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CC5=C(C=C4)N=CC=C5,Active,100,,CH1_lib_19,29.1811,27.077,33.0582,27.4082
183,126496708,53470146,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CC5=CC=CC=C5S4,Active,100,,CHB_lib_19,28.025,24.9447,29.5451,29.5851
184,126496709,53470147,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)CCC4=CC=C(C=C4)F,Inactive,0,,CHD_lib_19,53.8556,35.7285,66.8538,58.9846
185,126496710,53470148,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CC5=CC=CC=C5N4,Active,100,,CGP_lib_19,8.13645,3.32617,10.6314,10.4518
186,126496711,53470149,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CC=CN4,Active,100,,CHN_lib_19,48.2366,39.1116,50.3217,55.2765
187,126496712,53470150,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CC5=C(N4)C=CC(=C5)F,Active,100,,CJ0_lib_19,30.082,25.3083,25.3003,39.6375
188,126496713,53470151,C1CN(CCC12CCN(C2=O)C3=CC=CC=C3)CCNC(=O)C4=CC5=CC=CC=C5C=C4,Inactive,0,,CTC_lib_19,112.575,116.548,107.23,113.946
189,126496714,53470152,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3C=C2)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O,Inactive,0,,CVH_lib_19,101.108,93.2698,99.2014,110.852
190,126496715,53470152,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3C=C2)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O,Inactive,0,,CVE_lib_19,111.928,106.798,106.538,122.447
191,126496716,53470153,C1CN(CCC12CCN(C2=O)C3=CC=CC=C3)CCNC(=O)C4=CC5=CC=CC=C5N=C4,Inactive,0,,CW3_lib_19,108.642,96.6069,110.276,119.042
192,126496717,53470154,C1CN(CCC12C3=CC=CC=C3OC2=O)CCNC(=O)C4=CC5=CC=CC=C5N=C4,Inactive,0,,CW0_lib_19,105.096,94.3077,105.682,115.3
193,126496718,53470155,C1CN(CCC1N2C3=CC=CC=C3NC2=O)C[C@H](CC4=CC=CC=C4)NC(=O)C5=CC6=CC=CC=C6N=C5,Inactive,0,,CT4_lib_19,116.074,99.2268,129.051,119.946
194,126496719,53470156,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3N=C2)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O,Inactive,0,,CUU_lib_19,121.548,117.505,124.279,122.859
195,126496720,53470157,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4C[C@H]4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,100,,F18_lib_18,25.5472,19.732,29.5656,27.3441
196,126496721,53470159,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CC(=C(C=C4)Cl)Cl.C(=O)(C(F)(F)F)O,Active,100,,F57_lib_18,20.947,18.0905,17.9903,26.7602
197,126496722,53470161,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CC(=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,100,,F0J_lib_18,21.2918,18.9009,20.1476,24.8269
198,126496723,53470163,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)CSC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Active,100,,F1J_lib_18,48.1095,43.8417,45.6072,54.8795
199,126496724,53470165,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C(C)C.C(=O)(C(F)(F)F)O,Inactive,0,,F5H_lib_18,103.731,101.496,101.253,108.445
200,126496725,53470167,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)CC4=CC=CS4.C(=O)(C(F)(F)F)O,Inactive,0,,F0W_lib_18,101.132,99.8149,96.2886,107.292
201,126496726,53470169,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)COC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Active,100,,F7Q_lib_18,28.1073,39.035,19.408,25.8788
202,126496727,53470171,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CC=CO4.C(=O)(C(F)(F)F)O,Active,100,,F16_lib_18,41.7195,35.5452,38.3647,51.2485
203,126496728,53470173,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CN=CC=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Active,100,,F0V_lib_18,41.0705,42.8573,40.1168,40.2374
204,126496729,53470175,C[C@@H](CN1CCC(CC1)N2C3=CC=CC=C3NC2=O)NC(=O)C4=CC=C(C=C4)C(F)(F)F.C(=O)(C(F)(F)F)O,Active,100,,F1G_lib_18,36.4574,31.7072,29.6488,48.0162
205,126496730,53470177,C[C@@H](CN1CCC2(CC1)C3=CC=CC=C3N(C2=O)CC4=CC=CC=C4)NC(=O)C5=CC6=CC=CC=C6C=C5.C(=O)(C(F)(F)F)O,Inactive,0,,FRL_lib_18,90.4359,90.449,88.9561,91.9026
206,126496731,53470179,C1CN(CCC12C3=CC=CC=C3N(C2=O)CC4=CC=CC=C4)CCNC(=O)C5=CC6=CC=CC=C6C=C5.C(=O)(C(F)(F)F)O,Inactive,0,,FTV_lib_18,98.9449,86.6953,98.4741,111.665
207,126496732,53470181,C[C@@H](CN1CCC(CC1)N2C3=C(C(=CC=C3)F)NC2=O)NC(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Active,100,,EUW_lib_17,20.718,18.7968,20.4508,22.9064
208,126496733,53470182,C[C@@H](CN1CCC(CC1)N2C3=C(C(=CC=C3)F)NC2=O)NC(=O)C4=CC=C(C=C4)F.C(=O)(C(F)(F)F)O,Active,100,,EXD_lib_17,31.6741,26.7176,32.016,36.2887
209,126496734,53470183,C[C@@H](CN1CCC(CC1)N2C3=C(C(=CC=C3)F)NC2=O)NC(=O)C4=CC(=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,100,,EWQ_lib_17,28.6569,24.2969,30.0818,31.592
210,126496735,53470184,C[C@@H](CN1CCC(CC1)N2C3=C(C(=CC=C3)F)NC2=O)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Active,100,,EV6_lib_17,20.774,21.4239,20.9447,19.9534
211,126496736,53470185,C[C@@H](CN1CCC(CC1)N2C3=C(C(=CC=C3)F)NC2=O)NC(=O)[C@@H]4C[C@H]4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,100,,EVG_lib_17,39.6777,36.7938,39.0579,43.1814
212,126496737,53470186,CC1=CC=C(C=C1)C(=O)N[C@@H](C)CN2CCC(CC2)N3C4=C(C(=CC=C4)F)NC3=O.C(=O)(C(F)(F)F)O,Active,100,,EVU_lib_17,40.6813,39.1661,41.4659,41.4118
213,126496738,53470188,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)Br)NC2=O)NC(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Active,100,,EUV_lib_17,10.2519,4.94205,9.22354,16.5902
214,126496739,53470188,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)Br)NC2=O)NC(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Active,100,,EW5_lib_17,11.8083,10.2512,11.5558,13.6178
215,126496740,53470189,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)Br)NC2=O)NC(=O)C4=CC=C(C=C4)F.C(=O)(C(F)(F)F)O,Active,100,,EXC_lib_17,16.1118,15.4735,18.3787,14.4832
216,126496741,53470191,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)Br)NC2=O)NC(=O)C4=CC(=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,100,,EV7_lib_17,10.7949,8.73837,12.8435,10.8029
217,126496742,53470192,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)Br)NC2=O)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Active,100,,EUX_lib_17,11.1181,6.96021,12.1034,14.2908
218,126496743,53470194,CC1=CC=C(C=C1)C(=O)N[C@@H](C)CN2CCC(CC2)N3C4=C(C=C(C=C4)Br)NC3=O.C(=O)(C(F)(F)F)O,Active,100,,EX2_lib_17,13.0102,10.6555,12.9921,15.3831
219,126496744,53470196,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)Cl)NC2=O)NC(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Active,100,,EXA_lib_16,7.7914,6.17283,8.88731,8.31405
220,126496745,53470197,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)Cl)NC2=O)NC(=O)C4=CC=C(C=C4)F.C(=O)(C(F)(F)F)O,Active,100,,EX5_lib_16,9.42775,5.64164,10.9309,11.7107
221,126496746,53470198,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)Cl)NC2=O)NC(=O)C4=CC(=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,100,,EWT_lib_16,10.6264,8.69368,12.6783,10.5071
222,126496747,53470047,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)Cl)NC2=O)NC(=O)[C@@H]4C[C@H]4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,100,,EWE_lib_16,12.0942,11.5082,11.2563,13.5182
223,126496748,53470199,CC1=CC=C(C=C1)C(=O)N[C@@H](C)CN2CCC(CC2)N3C4=C(C=C(C=C4)Cl)NC3=O.C(=O)(C(F)(F)F)O,Active,100,,EXX_lib_16,12.1094,11.9749,12.8809,11.4726
224,126496749,53470201,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)F)NC2=O)NC(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Active,100,,EW3_lib_16,12.6686,10.0181,14.375,13.6127
225,126496750,53470202,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)F)NC2=O)NC(=O)C4=CC=C(C=C4)F.C(=O)(C(F)(F)F)O,Active,100,,EX1_lib_16,13.8061,11.4124,13.0741,16.9318
226,126496751,53470203,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)F)NC2=O)NC(=O)C4=CC(=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,100,,EXQ_lib_16,19.736,17.6355,20.7565,20.8159
227,126496752,53470205,C[C@@H](CN1CCC(CC1)N2C3=C(C=CC(=C3)F)NC2=O)NC(=O)C4=CC=C(C=C4)Cl.C(=O)(C(F)(F)F)O,Active,100,,EXR_lib_16,17.6561,14.385,19.181,19.4024
228,126496753,53470207,C[C@@H](CN1CCC(CC1)N2C3=C(C=CC(=C3)F)NC2=O)NC(=O)C4=CC=C(C=C4)F.C(=O)(C(F)(F)F)O,Active,100,,EWR_lib_16,16.0143,13.4745,19.4056,15.163
229,126496754,53470209,C[C@@H](CN1CCC(CC1)N2C3=C(C=CC(=C3)F)NC2=O)NC(=O)C4=CC(=C(C=C4)F)F.C(=O)(C(F)(F)F)O,Active,100,,EXW_lib_16,13.676,12.4921,16.0974,12.4385
230,126496755,53470211,C[C@@H](CN1CCC(CC1)N2C3=C(C=CC(=C3)F)NC2=O)NC(=O)C4=CC5=CC=CC=C5C=C4.C(=O)(C(F)(F)F)O,Active,100,,EXE_lib_16,12.3873,11.8393,12.4022,12.9204
231,126496756,53470212,C[C@@H](CN1CCC(CC1)N2C3=C(C=CC(=C3)F)NC2=O)NC(=O)[C@@H]4C[C@H]4C5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,100,,EXF_lib_16,33.2281,29.8315,36.5027,33.3501
232,126496757,53470213,CC1=CC=C(C=C1)C(=O)N[C@@H](C)CN2CCC(CC2)N3C4=C(C=CC(=C4)F)NC3=O.C(=O)(C(F)(F)F)O,Active,100,,EW4_lib_16,27.3717,25.2161,30.6526,26.2464
233,126496758,53470215,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCCCCNC(=O)C4=CC5=CC=CC=C5C=C4,Inactive,0,,AQ4_lib_15,130.751,102.8,127.265,162.187
234,126496759,53470216,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCCCCNC(=O)C4=CC5=CC=CC=C5N=C4,Inactive,0,,AQ7_lib_15,121.644,99.5115,104.386,161.035
235,126496760,53470217,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCNC(=O)C4=CC5=CC=CC=C5C=C4,Inactive,0,,APL_lib_15,81.0371,81.2541,83.7408,78.1164
236,126496761,53470218,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCNC(=O)C4=CC5=CC=CC=C5N=C4,Inactive,0,,AP9_lib_15,99.0372,105.247,97.5857,94.2789
237,126496762,53470219,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCNC(=O)C4=CC5=CC=CC=C5C=C4,Active,100,,APK_lib_15,10.2773,10.2452,13.5808,7.00583
238,126496763,44573642,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCNC(=O)C4C[C@H]4C5=CC=CC=C5,Active,100,,APR_lib_15,9.73397,4.24639,14.6936,10.262
239,126496764,65490,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCNC(=O)C4=CC=C(C=C4)F,Active,100,,APU_lib_15,6.19746,10.4919,5.54643,2.55409
240,126496765,53470220,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCNC(=O)C4=CC=C(C=C4)Cl,Active,100,,AP0_lib_15,7.15926,8.91749,9.5583,3.00199
241,126496766,21429000,CC1=CC=C(C=C1)C(=O)NCCN2CCC(CC2)N3C4=C(C=C(C=C4)Cl)NC3=O,Active,100,,AQ5_lib_15,16.6345,20.2527,21.6778,7.97287
242,126496767,53470221,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCN4C(=O)C5=CC=CC=C5C4=O,Inactive,0,,AP1_lib_15,102.281,87.6502,103.394,115.798
